instrument_name,option_type,strike,expiry_ts_ms,expiry_dt,tte_years,underlying_price,mark_iv,mark_price_btc,bid_price_btc,ask_price_btc,mid_price_btc,open_interest,volume_usd_24h,snapshot_ts,snapshot_ts_ms,last_trade_ts_ms,last_trade_ts,last_trade_price_btc,trade_direction,contracts_traded_lookback,trade_amount_btc_lookback,trades_in_lookback
BTC-7MAR26-59000-P,put,59000.0,1772841600000,2026-03-07T00:00:00Z,3.168808781402895e-11,68902.14,141.35,4.692e-05,,,,1.3,89073.91100000001,2026-03-06T23:59:59Z,1772841599999,1772811468073,2026-03-06T15:37:48Z,0.0001,buy,1.3,1.3,6
BTC-7MAR26-60000-P,put,60000.0,1772841600000,2026-03-07T00:00:00Z,3.168808781402895e-11,67853.71,123.01,0.00012408,,,,15.4,1060783.234,2026-03-06T23:59:59Z,1772841599999,1772819118879,2026-03-06T17:45:18Z,0.0001,sell,15.4,15.4,8
BTC-7MAR26-61000-P,put,61000.0,1772841600000,2026-03-07T00:00:00Z,3.168808781402895e-11,68341.3,108.86,0.00017273,,,,19.1,1315057.478,2026-03-06T23:59:59Z,1772841599999,1772813540106,2026-03-06T16:12:20Z,0.0001,buy,19.1,19.1,20
BTC-7MAR26-62000-P,put,62000.0,1772841600000,2026-03-07T00:00:00Z,3.168808781402895e-11,68270.07,104.48,8.436e-05,,,,36.3,2525435.0100000002,2026-03-06T23:59:59Z,1772841599999,1772824200477,2026-03-06T19:10:00Z,0.0001,buy,36.3,36.3,25
BTC-7MAR26-63000-P,put,63000.0,1772841600000,2026-03-07T00:00:00Z,3.168808781402895e-11,68290.54,89.8,0.00012975,,,,90.0,6329126.453000001,2026-03-06T23:59:59Z,1772841599999,1772824931907,2026-03-06T19:22:11Z,0.0001,sell,90.0,90.0,31
BTC-7MAR26-64000-P,put,64000.0,1772841600000,2026-03-07T00:00:00Z,3.168808781402895e-11,68291.1,88.72,5.236e-05,,,,84.0,5924052.223,2026-03-06T23:59:59Z,1772841599999,1772838569712,2026-03-06T23:09:29Z,0.0001,sell,84.0,84.0,51
BTC-7MAR26-65000-P,put,65000.0,1772841600000,2026-03-07T00:00:00Z,3.168808781402895e-11,68364.67,72.1,0.00012756,,,,134.1,9315221.016999999,2026-03-06T23:59:59Z,1772841599999,1772839253647,2026-03-06T23:20:53Z,0.0001,sell,134.1,134.1,105
BTC-7MAR26-65500-P,put,65500.0,1772841600000,2026-03-07T00:00:00Z,3.168808781402895e-11,68192.62,64.85,0.00022125,,,,27.3,1910750.884,2026-03-06T23:59:59Z,1772841599999,1772833413259,2026-03-06T21:43:33Z,0.0003,sell,27.3,27.3,54
BTC-7MAR26-66000-P,put,66000.0,1772841600000,2026-03-07T00:00:00Z,3.168808781402895e-11,68089.02,53.94,0.00052783,,,,131.2,9090505.121,2026-03-06T23:59:59Z,1772841599999,1772828187298,2026-03-06T20:16:27Z,0.0005,sell,131.2,131.2,94
BTC-7MAR26-66500-C,call,66500.0,1772841600000,2026-03-07T00:00:00Z,3.168808781402895e-11,67821.46,46.44,0.020768,,,,0.5,33910.73,2026-03-06T23:59:59Z,1772841599999,1772828866092,2026-03-06T20:27:46Z,0.0205,sell,0.5,0.5,2
BTC-7MAR26-66500-P,put,66500.0,1772841600000,2026-03-07T00:00:00Z,3.168808781402895e-11,68361.43,52.01,0.00034111,,,,66.9,4659662.09,2026-03-06T23:59:59Z,1772841599999,1772839401178,2026-03-06T23:23:21Z,0.0003,sell,66.9,66.9,87
BTC-7MAR26-67000-C,call,67000.0,1772841600000,2026-03-07T00:00:00Z,3.168808781402895e-11,68102.14,43.2,0.01766923,,,,1.5,103315.74100000001,2026-03-06T23:59:59Z,1772841599999,1772828360595,2026-03-06T20:19:20Z,0.0175,sell,1.5,1.5,13
BTC-7MAR26-67000-P,put,67000.0,1772841600000,2026-03-07T00:00:00Z,3.168808781402895e-11,68150.42,46.77,0.00068963,,,,2159.7,148521652.833,2026-03-06T23:59:59Z,1772841599999,1772841202075,2026-03-06T23:53:22Z,0.0008,buy,2159.7,2159.7,163
BTC-7MAR26-67500-C,call,67500.0,1772841600000,2026-03-07T00:00:00Z,3.168808781402895e-11,67924.78,40.92,0.00971598,,,,3.7,251640.634,2026-03-06T23:59:59Z,1772841599999,1772829585015,2026-03-06T20:39:45Z,0.0095,buy,3.7,3.7,5
BTC-7MAR26-67500-P,put,67500.0,1772841600000,2026-03-07T00:00:00Z,3.168808781402895e-11,68292.91,39.8,0.00127823,,,,171.8,12021047.199,2026-03-06T23:59:59Z,1772841599999,1772838043555,2026-03-06T23:00:43Z,0.0012,sell,171.8,171.8,162
BTC-7MAR26-68000-C,call,68000.0,1772841600000,2026-03-07T00:00:00Z,3.168808781402895e-11,68176.76,33.62,0.00587585,,,,28.4,1937800.129,2026-03-06T23:59:59Z,1772841599999,1772841131040,2026-03-06T23:52:11Z,0.0055,sell,28.4,28.4,40
BTC-7MAR26-68000-P,put,68000.0,1772841600000,2026-03-07T00:00:00Z,3.168808781402895e-11,68129.56,38.57,0.00357474,,,,267.1,18539616.522,2026-03-06T23:59:59Z,1772841599999,1772841302047,2026-03-06T23:55:02Z,0.0038,buy,267.1,267.1,261
BTC-7MAR26-68500-C,call,68500.0,1772841600000,2026-03-07T00:00:00Z,3.168808781402895e-11,68100.49,34.64,0.00182753,,,,129.5,8833577.328,2026-03-06T23:59:59Z,1772841599999,1772841409543,2026-03-06T23:56:49Z,0.0019,buy,129.5,129.5,114
BTC-7MAR26-68500-P,put,68500.0,1772841600000,2026-03-07T00:00:00Z,3.168808781402895e-11,68222.91,44.02,0.00879594,,,,174.9,12112416.28,2026-03-06T23:59:59Z,1772841599999,1772823629057,2026-03-06T19:00:29Z,0.009,sell,174.9,174.9,96
BTC-7MAR26-69000-C,call,69000.0,1772841600000,2026-03-07T00:00:00Z,3.168808781402895e-11,68115.09,35.34,0.0005671,,,,188.20000000000002,12868364.483,2026-03-06T23:59:59Z,1772841599999,1772841368207,2026-03-06T23:56:08Z,0.0006,sell,188.20000000000002,188.20000000000002,172
BTC-7MAR26-69000-P,put,69000.0,1772841600000,2026-03-07T00:00:00Z,3.168808781402895e-11,68377.8,43.85,0.01010634,,,,434.1,30413721.249,2026-03-06T23:59:59Z,1772841599999,1772837986088,2026-03-06T22:59:46Z,0.011,buy,434.1,434.1,142
