instrument_name,option_type,strike,expiry_ts_ms,expiry_dt,tte_years,underlying_price,mark_iv,mark_price_btc,bid_price_btc,ask_price_btc,mid_price_btc,open_interest,volume_usd_24h,snapshot_ts,snapshot_ts_ms,last_trade_ts_ms,last_trade_ts,last_trade_price_btc,trade_direction,contracts_traded_lookback,trade_amount_btc_lookback,trades_in_lookback
BTC-11MAR26-60000-P,put,60000.0,1773187200000,2026-03-11T00:00:00Z,3.168808781402895e-11,70345.71,108.65,5.143e-05,,,,47.2,3288310.432,2026-03-10T23:59:59Z,1773187199999,1773111394304,2026-03-10T02:56:34Z,0.0001,buy,47.2,47.2,9
BTC-11MAR26-61000-P,put,61000.0,1773187200000,2026-03-11T00:00:00Z,3.168808781402895e-11,70426.59,119.78,1.951e-05,,,,54.300000000000004,3794697.966,2026-03-10T23:59:59Z,1773187199999,1773144571101,2026-03-10T12:09:31Z,0.0001,buy,54.300000000000004,54.300000000000004,20
BTC-11MAR26-62000-P,put,62000.0,1773187200000,2026-03-11T00:00:00Z,3.168808781402895e-11,70343.76,96.58,0.00010849,,,,14.799999999999999,1037882.7690000001,2026-03-10T23:59:59Z,1773187199999,1773128773274,2026-03-10T07:46:13Z,0.0001,sell,14.799999999999999,14.799999999999999,12
BTC-11MAR26-63000-P,put,63000.0,1773187200000,2026-03-11T00:00:00Z,3.168808781402895e-11,69739.34,93.43,0.00012185,,,,17.700000000000003,1241704.146,2026-03-10T23:59:59Z,1773187199999,1773152704302,2026-03-10T14:25:04Z,0.0001,sell,17.700000000000003,17.700000000000003,20
BTC-11MAR26-64000-P,put,64000.0,1773187200000,2026-03-11T00:00:00Z,3.168808781402895e-11,69362.99,83.09,0.00019417,,,,98.2,6839972.709,2026-03-10T23:59:59Z,1773187199999,1773152163268,2026-03-10T14:16:03Z,0.0002,buy,98.2,98.2,39
BTC-11MAR26-64500-P,put,64500.0,1773187200000,2026-03-11T00:00:00Z,3.168808781402895e-11,70867.49,88.77,8.998e-05,,,,10.4,722852.868,2026-03-10T23:59:59Z,1773187199999,1773154336041,2026-03-10T14:52:16Z,0.0001,sell,10.4,10.4,11
BTC-11MAR26-65000-P,put,65000.0,1773187200000,2026-03-11T00:00:00Z,3.168808781402895e-11,69642.39,87.18,0.00010004,,,,58.2,4116936.187,2026-03-10T23:59:59Z,1773187199999,1773179181402,2026-03-10T21:46:21Z,0.0001,buy,58.2,58.2,46
BTC-11MAR26-65500-P,put,65500.0,1773187200000,2026-03-11T00:00:00Z,3.168808781402895e-11,71390.56,83.37,0.00013394,,,,11.3,802110.6470000001,2026-03-10T23:59:59Z,1773187199999,1773156754985,2026-03-10T15:32:34Z,0.0001,sell,11.3,11.3,16
BTC-11MAR26-66000-C,call,66000.0,1773187200000,2026-03-11T00:00:00Z,3.168808781402895e-11,66028.59,75.79,0.02384761,,,,0.0,0.0,2026-03-10T23:59:59Z,1773187199999,1773008054263,2026-03-08T22:14:14Z,0.024,sell,0.0,0.0,0
BTC-11MAR26-66000-P,put,66000.0,1773187200000,2026-03-11T00:00:00Z,3.168808781402895e-11,70262.78,76.82,0.00013968,,,,43.5,3074674.092,2026-03-10T23:59:59Z,1773187199999,1773176088362,2026-03-10T20:54:48Z,0.0001,sell,43.5,43.5,77
BTC-11MAR26-66500-C,call,66500.0,1773187200000,2026-03-11T00:00:00Z,3.168808781402895e-11,67225.34,74.91,0.02748536,,,,0.0,0.0,2026-03-10T23:59:59Z,1773187199999,1773025830705,2026-03-09T03:10:30Z,0.0285,buy,0.0,0.0,0
BTC-11MAR26-66500-P,put,66500.0,1773187200000,2026-03-11T00:00:00Z,3.168808781402895e-11,69647.91,70.72,0.00016327,,,,58.2,4097171.3860000004,2026-03-10T23:59:59Z,1773187199999,1773181888669,2026-03-10T22:31:28Z,0.0002,sell,58.2,58.2,43
BTC-11MAR26-67000-C,call,67000.0,1773187200000,2026-03-11T00:00:00Z,3.168808781402895e-11,69003.98,56.24,0.03401171,,,,0.0,0.0,2026-03-10T23:59:59Z,1773187199999,1773084299425,2026-03-09T19:24:59Z,0.0335,sell,0.0,0.0,0
BTC-11MAR26-67000-P,put,67000.0,1773187200000,2026-03-11T00:00:00Z,3.168808781402895e-11,69789.42,71.2,0.00058055,,,,149.9,10515608.431,2026-03-10T23:59:59Z,1773187199999,1773171365576,2026-03-10T19:36:05Z,0.0007,buy,149.9,149.9,90
BTC-11MAR26-67500-C,call,67500.0,1773187200000,2026-03-11T00:00:00Z,3.168808781402895e-11,71320.04,0.0,0.05380291,,,,11.299999999999999,786820.091,2026-03-10T23:59:59Z,1773187199999,1773162526979,2026-03-10T17:08:46Z,0.0535,buy,11.299999999999999,11.299999999999999,6
BTC-11MAR26-67500-P,put,67500.0,1773187200000,2026-03-11T00:00:00Z,3.168808781402895e-11,69781.84,56.43,0.00025041,,,,133.1,9387897.259,2026-03-10T23:59:59Z,1773187199999,1773185235941,2026-03-10T23:27:15Z,0.0002,sell,133.1,133.1,90
BTC-11MAR26-68000-C,call,68000.0,1773187200000,2026-03-11T00:00:00Z,3.168808781402895e-11,71287.69,64.64,0.04652983,,,,2.3000000000000003,163417.09000000003,2026-03-10T23:59:59Z,1773187199999,1773161767483,2026-03-10T16:56:07Z,0.0465,sell,2.3000000000000003,2.3000000000000003,13
BTC-11MAR26-68000-P,put,68000.0,1773187200000,2026-03-11T00:00:00Z,3.168808781402895e-11,70016.04,54.4,0.00058579,,,,102.8,7261725.201,2026-03-10T23:59:59Z,1773187199999,1773177713764,2026-03-10T21:21:53Z,0.0005,buy,102.8,102.8,110
BTC-11MAR26-68500-C,call,68500.0,1773187200000,2026-03-11T00:00:00Z,3.168808781402895e-11,69914.79,50.62,0.0210176,,,,4.9,345048.953,2026-03-10T23:59:59Z,1773187199999,1773186002479,2026-03-10T23:40:02Z,0.021,sell,4.9,4.9,14
BTC-11MAR26-68500-P,put,68500.0,1773187200000,2026-03-11T00:00:00Z,3.168808781402895e-11,69500.57,54.49,0.00204916,,,,104.4,7379238.036,2026-03-10T23:59:59Z,1773187199999,1773180747973,2026-03-10T22:12:27Z,0.0022,sell,104.4,104.4,97
BTC-11MAR26-69000-C,call,69000.0,1773187200000,2026-03-11T00:00:00Z,3.168808781402895e-11,69688.18,49.62,0.0124975,,,,6.1000000000000005,424767.038,2026-03-10T23:59:59Z,1773187199999,1773182594433,2026-03-10T22:43:14Z,0.0125,buy,6.1000000000000005,6.1000000000000005,15
BTC-11MAR26-69000-P,put,69000.0,1773187200000,2026-03-11T00:00:00Z,3.168808781402895e-11,69870.1,48.42,0.00175335,,,,104.3,7370318.648,2026-03-10T23:59:59Z,1773187199999,1773185558404,2026-03-10T23:32:38Z,0.0017,sell,104.3,104.3,100
BTC-11MAR26-69500-C,call,69500.0,1773187200000,2026-03-11T00:00:00Z,3.168808781402895e-11,69552.77,50.48,0.00664471,,,,29.5,2069118.341,2026-03-10T23:59:59Z,1773187199999,1773182044228,2026-03-10T22:34:04Z,0.007,buy,29.5,29.5,20
BTC-11MAR26-69500-P,put,69500.0,1773187200000,2026-03-11T00:00:00Z,3.168808781402895e-11,69606.54,49.28,0.00601257,,,,69.0,4856331.646,2026-03-10T23:59:59Z,1773187199999,1773179140130,2026-03-10T21:45:40Z,0.006,sell,69.0,69.0,95
BTC-11MAR26-70000-C,call,70000.0,1773187200000,2026-03-11T00:00:00Z,3.168808781402895e-11,69775.33,42.44,0.00431238,,,,63.7,4451166.049,2026-03-10T23:59:59Z,1773187199999,1773183200249,2026-03-10T22:53:20Z,0.004,buy,63.7,63.7,110
BTC-11MAR26-70000-P,put,70000.0,1773187200000,2026-03-11T00:00:00Z,3.168808781402895e-11,69818.94,44.14,0.00706175,,,,98.4,6935748.736,2026-03-10T23:59:59Z,1773187199999,1773184234408,2026-03-10T23:10:34Z,0.007,sell,98.4,98.4,168
