timestamp_ms,datetime_utc,open,high,low,close,volume
1765540800000,2025-12-12 12:00:00,92415.97,92693.4,89474,90058.49,190.60858104
1765562400000,2025-12-12 18:00:00,90058.49,90689.83,89872.72,90279.24,71.51769408
1765584000000,2025-12-13 00:00:00,90279.24,90456.56,90119.13,90349.01,12.4196832
1765605600000,2025-12-13 06:00:00,90349.01,90635.89,90274.64,90358.29,5.94568836
1765627200000,2025-12-13 12:00:00,90358.29,90498.86,89918.59,90074.12,14.42761081
1765648800000,2025-12-13 18:00:00,90074.12,90296.44,89736.73,90288.76,23.38564639
1765670400000,2025-12-14 00:00:00,90288.76,90499.26,90060.13,90224.85,25.57185415
1765692000000,2025-12-14 06:00:00,90224.85,90317.39,88620.33,89454.97,32.50758939
1765713600000,2025-12-14 12:00:00,89454.97,89660.57,88533.89,88824.16,48.10778086
1765735200000,2025-12-14 18:00:00,88824.16,89075.96,87500,88146.99,108.79532217
1765756800000,2025-12-15 00:00:00,88146.99,90015.84,88100.51,89606.67,48.77158672
1765778400000,2025-12-15 06:00:00,89606.67,90000,89487.54,89643.97,65.32714248
1765800000000,2025-12-15 12:00:00,89643.97,89843.83,85552,85735.86,185.65943504
1765821600000,2025-12-15 18:00:00,85735.86,86538.45,85143,86418.36,126.20611913
1765843200000,2025-12-16 00:00:00,86418.36,86506.77,85240.21,86004.29,81.16493277
1765864800000,2025-12-16 06:00:00,86004.29,87318.02,85849.3,87252,52.6999923
1765886400000,2025-12-16 12:00:00,87252,88139.62,86102.47,87094.17,197.70021802
1765908000000,2025-12-16 18:00:00,87094.17,88000,87039.9,87841.59,105.7386581
1765929600000,2025-12-17 00:00:00,87841.59,87927.79,86200,86596.52,51.36823358
1765951200000,2025-12-17 06:00:00,86596.52,87106.96,86200,86961.64,45.10766439
1765972800000,2025-12-17 12:00:00,86961.64,90310.04,86123,86384.39,199.50388484
1765994400000,2025-12-17 18:00:00,86384.39,86810.59,85279.54,86137.87,119.78032536
1766016000000,2025-12-18 00:00:00,86137.87,86868.99,85831.59,86410.58,58.61081355
1766037600000,2025-12-18 06:00:00,86410.58,87443.7,86370.71,87230.16,28.83073856
1766059200000,2025-12-18 12:00:00,87230.16,89403.87,85422.02,86414.01,263.59337709
1766080800000,2025-12-18 18:00:00,86414.01,86843.02,84411.67,85460.51,166.29430758
1766102400000,2025-12-19 00:00:00,85460.51,87535,85046.18,87136.6,90.69502595
1766124000000,2025-12-19 06:00:00,87136.6,88325.2,86842.69,88126.4,64.13649931
1766145600000,2025-12-19 12:00:00,88126.4,89374.26,86808.91,86886.42,227.26979854
1766167200000,2025-12-19 18:00:00,86886.42,88338.79,86774.4,88103.85,124.02768253
1766188800000,2025-12-20 00:00:00,88103.85,88500,87921.35,88255.83,18.90144499
1766210400000,2025-12-20 06:00:00,88255.83,88419.42,88061.98,88227.38,20.36920227
1766232000000,2025-12-20 12:00:00,88227.38,88303.82,87789.58,88151.66,19.39168217
1766253600000,2025-12-20 18:00:00,88151.66,88401.04,88104.27,88320.76,31.60957261
1766275200000,2025-12-21 00:00:00,88320.76,88402.6,87850,88098.39,22.80604671
1766296800000,2025-12-21 06:00:00,88098.39,89027.34,88002.96,88554.67,15.69190158
