timestamp_ms,datetime_utc,open,high,low,close,volume
1772121600000,2026-02-26 16:00:00,67382.93,67425.05,67079.36,67140.99,3.48674424
1772122500000,2026-02-26 16:15:00,67140.99,67549.63,67135.36,67452.95,1.64159231
1772123400000,2026-02-26 16:30:00,67452.95,67461.55,66927.4,67036.46,2.07512862
1772124300000,2026-02-26 16:45:00,67036.46,67062.46,66570,66612.49,19.37349411
1772125200000,2026-02-26 17:00:00,66612.49,67005.73,66612.49,66890.01,3.52695941
1772126100000,2026-02-26 17:15:00,66890.01,66996.8,66756.88,66941.26,3.32081186
1772127000000,2026-02-26 17:30:00,66941.26,67007.78,66729.41,66729.41,1.5464087
1772127900000,2026-02-26 17:45:00,66729.41,66856.21,66637.49,66839.5,4.82572739
1772128800000,2026-02-26 18:00:00,66839.5,66876.48,66597.65,66767.53,6.13023646
1772129700000,2026-02-26 18:15:00,66767.53,67026,66739.17,66851.01,2.80949852
1772130600000,2026-02-26 18:30:00,66851.01,67351.16,66836.78,67272.36,8.9373101
1772131500000,2026-02-26 18:45:00,67272.36,67351.91,67194.9,67305.55,5.07534475
1772132400000,2026-02-26 19:00:00,67305.55,67848,67305.55,67541.94,24.29447651
1772133300000,2026-02-26 19:15:00,67541.94,67750.28,67484.92,67571.02,3.37454866
1772134200000,2026-02-26 19:30:00,67571.02,67706.36,67430.24,67462.51,7.21915458
1772135100000,2026-02-26 19:45:00,67462.51,67694.87,67462.51,67630.95,7.43013905
1772136000000,2026-02-26 20:00:00,67630.95,67837.7,67630.95,67706.9,0.90711375
1772136900000,2026-02-26 20:15:00,67706.9,67829.93,67587.65,67587.65,2.07133216
1772137800000,2026-02-26 20:30:00,67587.65,67587.65,67355.96,67476.5,9.69732489
1772138700000,2026-02-26 20:45:00,67476.5,67476.5,67297.21,67414.24,3.03588304
1772139600000,2026-02-26 21:00:00,67414.24,67444.23,67154.8,67377.57,1.6030595
1772140500000,2026-02-26 21:15:00,67377.57,67499.67,67333.36,67481.85,2.01025198
1772141400000,2026-02-26 21:30:00,67481.85,67495.42,67374,67452.6,4.17400013
1772142300000,2026-02-26 21:45:00,67452.6,67575.83,67406.56,67448.26,0.77213108
1772143200000,2026-02-26 22:00:00,67448.26,67594.42,67409.14,67556.52,3.88666415
1772144100000,2026-02-26 22:15:00,67556.52,67565.72,67304.21,67378.48,7.18460363
1772145000000,2026-02-26 22:30:00,67378.48,67625.56,67378.48,67597.54,15.18863656
1772145900000,2026-02-26 22:45:00,67597.54,67630.49,67530.12,67595.52,3.38028812
1772146800000,2026-02-26 23:00:00,67595.52,67595.52,67412.25,67515.42,1.45287355
1772147700000,2026-02-26 23:15:00,67515.42,67611.34,67456.04,67574.45,0.53948345
1772148600000,2026-02-26 23:30:00,67574.45,67658.55,67516.05,67516.05,1.76115023
1772149500000,2026-02-26 23:45:00,67516.05,67516.05,67434.12,67486.48,0.5775869
1772150400000,2026-02-27 00:00:00,67486.48,67537.02,67311.27,67363.28,1.77644843
1772151300000,2026-02-27 00:15:00,67363.28,67382.72,67183.66,67283.93,0.60828014
1772152200000,2026-02-27 00:30:00,67283.93,67306.55,67079.36,67157.87,2.23540746
1772153100000,2026-02-27 00:45:00,67157.87,67283.61,67028,67228.01,3.41927478
1772154000000,2026-02-27 01:00:00,67228.01,67237.31,66901.01,67001.56,3.788531
1772154900000,2026-02-27 01:15:00,67001.56,67158.32,66995.02,67078.99,0.69015832
1772155800000,2026-02-27 01:30:00,67078.99,67276.89,67063.99,67208.57,0.48613284
1772156700000,2026-02-27 01:45:00,67208.57,67384.34,67146.24,67350.31,0.4890898
1772157600000,2026-02-27 02:00:00,67350.31,67466.7,67312.62,67321.52,2.8034991
1772158500000,2026-02-27 02:15:00,67321.52,67540.43,67283.37,67417.98,3.31219175
1772159400000,2026-02-27 02:30:00,67417.98,67540.58,67367.76,67430.29,0.50393357
1772160300000,2026-02-27 02:45:00,67430.29,67475.97,67297.07,67297.07,1.64111727
1772161200000,2026-02-27 03:00:00,67297.07,67306.73,67135.76,67159.66,0.53516713
1772162100000,2026-02-27 03:15:00,67159.66,67232,67106.66,67133.3,0.28251728
1772163000000,2026-02-27 03:30:00,67133.3,67404.01,67128,67404.01,2.47108519
1772163900000,2026-02-27 03:45:00,67404.01,67691.43,67347.76,67606.76,0.87378435
1772164800000,2026-02-27 04:00:00,67606.76,67954.32,67592.64,67929.71,7.89259483
1772165700000,2026-02-27 04:15:00,67929.71,68198.7,67884.4,67945.77,2.86208571
1772166600000,2026-02-27 04:30:00,67945.77,67945.77,67715.11,67765.71,3.10095642
1772167500000,2026-02-27 04:45:00,67765.71,67934.76,67717.33,67724,3.88351775
1772168400000,2026-02-27 05:00:00,67724,67920.7,67724,67858.68,1.0907958
1772169300000,2026-02-27 05:15:00,67858.68,67884.04,67707.33,67811.63,1.26854508
1772170200000,2026-02-27 05:30:00,67811.63,67872.12,67780.87,67835.36,0.31855167
1772171100000,2026-02-27 05:45:00,67835.36,67856.2,67687.35,67692,8.87478247
1772172000000,2026-02-27 06:00:00,67692,67775.29,67659.38,67662.37,0.42887103
1772172900000,2026-02-27 06:15:00,67662.37,67705.91,67520.14,67546.91,0.47869712
1772173800000,2026-02-27 06:30:00,67546.91,67769.22,67546.91,67750.01,0.09645212
1772174700000,2026-02-27 06:45:00,67750.01,67783.23,67651.95,67667.98,0.5138054
1772175600000,2026-02-27 07:00:00,67667.98,67705.22,67600.78,67651.77,0.31569749
1772176500000,2026-02-27 07:15:00,67651.77,67658.09,67494.79,67494.79,0.65158218
1772177400000,2026-02-27 07:30:00,67494.79,67608.42,67453.03,67478.24,0.6089412
1772178300000,2026-02-27 07:45:00,67478.24,67753.32,67478.24,67682.37,0.31386459
1772179200000,2026-02-27 08:00:00,67682.37,68022.66,67682.37,67935.93,0.31454016
1772180100000,2026-02-27 08:15:00,67935.93,67988.86,67879.6,67922.59,0.21968666
1772181000000,2026-02-27 08:30:00,67922.59,68025.57,67763.52,67860.99,1.39080922
1772181900000,2026-02-27 08:45:00,67860.99,68050.8,67860.99,67953.11,0.15134962
1772182800000,2026-02-27 09:00:00,67953.11,67979.25,67848.1,67974.35,1.9176201
1772183700000,2026-02-27 09:15:00,67974.35,68114.62,67922.25,68021.52,0.85059792
1772184600000,2026-02-27 09:30:00,68021.52,68021.52,67635.66,67635.66,0.48143677
1772185500000,2026-02-27 09:45:00,67635.66,67635.66,67320.18,67406.97,0.5415716
1772186400000,2026-02-27 10:00:00,67406.97,67406.97,66850,66872.24,12.66366068
1772187300000,2026-02-27 10:15:00,66872.24,67029.65,66717,66772.79,6.15777484
1772188200000,2026-02-27 10:30:00,66772.79,66926.31,66726.54,66825.35,4.33583944
1772189100000,2026-02-27 10:45:00,66825.35,66825.35,66601,66629.43,2.67846248
1772190000000,2026-02-27 11:00:00,66629.43,66776.78,66629.43,66709.32,5.17973482
1772190900000,2026-02-27 11:15:00,66709.32,66709.32,66383.92,66602.47,2.48534511
1772191800000,2026-02-27 11:30:00,66602.47,66602.47,65981.37,66009.2,12.96376695
1772192700000,2026-02-27 11:45:00,66009.2,66118.8,66003.14,66113.82,2.79124015
1772193600000,2026-02-27 12:00:00,66113.82,66193.38,65938.89,65989.85,1.75962888
1772194500000,2026-02-27 12:15:00,65989.85,66109.39,65905.61,65936.76,3.25961395
1772195400000,2026-02-27 12:30:00,65936.76,66026.02,65888,65937.18,1.80739499
1772196300000,2026-02-27 12:45:00,65937.18,65937.18,65752,65888.7,1.43220539
1772197200000,2026-02-27 13:00:00,65888.7,66167.51,65888.7,66014.82,1.51272496
1772198100000,2026-02-27 13:15:00,66014.82,66156.77,65975.19,65975.19,1.13219836
1772199000000,2026-02-27 13:30:00,65975.19,66037.62,65675.1,66037.62,6.8629475
1772199900000,2026-02-27 13:45:00,66037.62,66340,66037.62,66196.44,5.41978714
1772200800000,2026-02-27 14:00:00,66196.44,66327.37,66146.01,66327.37,0.4152538
1772201700000,2026-02-27 14:15:00,66327.37,66327.37,66010.01,66150,4.06761765
1772202600000,2026-02-27 14:30:00,66150,66315.82,65800,65920.8,10.66971576
1772203500000,2026-02-27 14:45:00,65920.8,65996.48,65712.7,65896.59,2.98494884
1772204400000,2026-02-27 15:00:00,65896.59,66249.33,65873.63,66050.96,8.28100591
1772205300000,2026-02-27 15:15:00,66050.96,66183.26,65883.49,66082.07,9.36435166
1772206200000,2026-02-27 15:30:00,66082.07,66112.58,65907.11,66080.72,3.98846057
1772207100000,2026-02-27 15:45:00,66080.72,66312.05,66071.7,66132,4.93101406
1772208000000,2026-02-27 16:00:00,66132,66132,65785.6,65896.09,8.89897576
1772208900000,2026-02-27 16:15:00,65896.09,66066.65,65838.79,66007.83,3.58672577
1772209800000,2026-02-27 16:30:00,66007.83,66053.41,65700.14,65706.24,4.34682809
