timestamp_ms,datetime_utc,open,high,low,close,volume
1772726400000,2026-03-05 16:00:00,71655.98,71655.98,71338.12,71353.92,0.80745679
1772726700000,2026-03-05 16:05:00,71353.92,71376,70888,70888,6.11080619
1772727000000,2026-03-05 16:10:00,70888,71132.46,70817.52,71024,3.31862663
1772727300000,2026-03-05 16:15:00,71024,71067.19,70852.05,70954.58,15.4008191
1772727600000,2026-03-05 16:20:00,70954.58,71093.09,70916.75,71022.3,0.65427035
1772727900000,2026-03-05 16:25:00,71022.3,71135.02,71014.31,71019.15,4.94183179
1772728200000,2026-03-05 16:30:00,71019.15,71204,71001.9,71164.26,0.63023739
1772728500000,2026-03-05 16:35:00,71164.26,71419.99,71127.22,71419.99,1.59562103
1772728800000,2026-03-05 16:40:00,71419.99,71588.42,71335.68,71401.36,1.93895115
1772729100000,2026-03-05 16:45:00,71401.36,71406.14,71315.14,71315.14,0.27327174
1772729400000,2026-03-05 16:50:00,71315.14,71383.59,71194,71242.59,1.31346669
1772729700000,2026-03-05 16:55:00,71242.59,71328.8,71242.59,71312.3,0.04664691
1772730000000,2026-03-05 17:00:00,71312.3,71583.8,71308.29,71567.47,5.61957952
1772730300000,2026-03-05 17:05:00,71567.47,71567.47,71084.96,71088.3,0.72303567
1772730600000,2026-03-05 17:10:00,71088.3,71209,71057.49,71195.56,1.58731786
1772730900000,2026-03-05 17:15:00,71195.56,71195.56,71010.99,71017.52,0.46181913
1772731200000,2026-03-05 17:20:00,71017.52,71112.58,70916.75,71112.58,2.25198214
1772731500000,2026-03-05 17:25:00,71112.58,71112.58,70985.01,70985.01,0.11889092
1772731800000,2026-03-05 17:30:00,70985.01,70985.01,70729.89,70851.01,3.06738198
1772732100000,2026-03-05 17:35:00,70851.01,70922.09,70749.8,70922.09,0.30366739
1772732400000,2026-03-05 17:40:00,70922.09,70962.2,70866,70869.96,0.67240761
1772732700000,2026-03-05 17:45:00,70869.96,70869.96,70700,70700,5.39063596
1772733000000,2026-03-05 17:50:00,70700,70885.41,70658.75,70798,1.79953758
1772733300000,2026-03-05 17:55:00,70798,70826.24,70697.18,70716.12,0.2581563
1772733600000,2026-03-05 18:00:00,70716.12,70877.46,70656.1,70860.98,2.820518
1772733900000,2026-03-05 18:05:00,70860.98,70985,70786.36,70940,1.01647767
1772734200000,2026-03-05 18:10:00,70940,71041.55,70940,71020.58,0.54040776
1772734500000,2026-03-05 18:15:00,71020.58,71049.08,70888.12,70905.83,0.1702352
1772734800000,2026-03-05 18:20:00,70905.83,70947.23,70815.78,70883.49,0.14156303
1772735100000,2026-03-05 18:25:00,70883.49,70883.49,70783.88,70832.95,0.18609385
1772735400000,2026-03-05 18:30:00,70832.95,71000,70820.4,70983.61,0.13598954
1772735700000,2026-03-05 18:35:00,70983.61,71096.5,70916.13,70916.13,0.50937034
