timestamp_ms,datetime_utc,open,high,low,close,volume,source_tf_min
1750377600000,2025-06-20 00:00:00,104670.82,106532.36,102361.92,103281.57,395.94081455,1440
1750464000000,2025-06-21 00:00:00,103281.57,104018.27,100920.73,102129.33,301.27162296,1440
1750550400000,2025-06-22 00:00:00,102129.33,103417.2,98247.01,100995.52,645.7596979,1440
1750636800000,2025-06-23 00:00:00,100995.52,106123.5,99661.76,105399.53,637.74825036,1440
1750723200000,2025-06-24 00:00:00,105399.53,106350.49,104700,106125,481.59621864,1440
1750809600000,2025-06-25 00:00:00,106125,108205.19,105873.64,107412.19,454.75574028,1440
1750896000000,2025-06-26 00:00:00,107412.19,108337.43,106615.15,107004.81,424.75661714,1440
1750982400000,2025-06-27 00:00:00,107004.81,107819.88,106416.06,107102.3,437.88908885,1440
1751068800000,2025-06-28 00:00:00,107102.3,107613.59,106856.99,107335.1,128.3050562,1440
1751155200000,2025-06-29 00:00:00,107335.1,108544.64,107227.31,108398.57,191.77457427,1440
1751241600000,2025-06-30 00:00:00,108398.57,108833.07,106723.31,107173.53,489.3043567,1440
1751328000000,2025-07-01 00:00:00,107173.53,107587.72,105265,105720.49,671.14848463,1440
1751414400000,2025-07-02 00:00:00,105720.49,109821.34,105117.45,108876.41,563.79206533,1440
1751500800000,2025-07-03 00:00:00,108876.41,110589.93,108579.77,109643.09,594.33705552,1440
1751587200000,2025-07-04 00:00:00,109643.09,109826.19,107285.78,108029.87,325.52240572,1440
1751673600000,2025-07-05 00:00:00,108029.87,108449.99,107802.35,108234.37,83.0906494,1440
1751760000000,2025-07-06 00:00:00,108234.37,109716.62,107843.53,109202.97,195.85350928,1440
1751846400000,2025-07-07 00:00:00,109202.97,109754.18,107495,108311.92,539.23101163,1440
1751932800000,2025-07-08 00:00:00,108311.92,109269.36,107443.73,108949,426.6117853,1440
1752019200000,2025-07-09 00:00:00,108949,112074.66,108332.36,111274,810.88950535,1440
1752105600000,2025-07-10 00:00:00,111274,116739.39,110537.58,116023.84,1096.45120742,1440
1752192000000,2025-07-11 00:00:00,116023.84,118930.1,115210.17,117578.39,878.01849785,1440
1752278400000,2025-07-12 00:00:00,117578.39,118233,116947.86,117425,214.14728043,1440
1752364800000,2025-07-13 00:00:00,117425,119500,117278.51,119161.08,255.43246549,1440
1752451200000,2025-07-14 00:00:00,119161.08,123195.14,118962.03,119901.12,836.87340737,1440
1752537600000,2025-07-15 00:00:00,119901.12,119979.04,115724.37,117773.03,1309.32565628,1440
1752624000000,2025-07-16 00:00:00,117773.03,120180.43,117034.6,118730.79,650.05334755,1440
1752710400000,2025-07-17 00:00:00,118730.79,121013.25,117500.01,119263.83,534.56618909,1440
1752796800000,2025-07-18 00:00:00,119263.83,120921.67,116861.7,118025.81,899.67646569,1440
1752883200000,2025-07-19 00:00:00,118025.81,118551.99,117342.56,117905.36,101.15291317,1440
1752969600000,2025-07-20 00:00:00,117905.36,118913.6,116525.25,117321.73,243.63085842,1440
1753056000000,2025-07-21 00:00:00,117321.73,119701.46,116579.84,117436.34,537.10395838,1440
1753142400000,2025-07-22 00:00:00,117436.34,120298,116211.22,120025.35,694.58247183,1440
1753228800000,2025-07-23 00:00:00,120025.35,120194.9,117342.56,118792.87,768.49521957,1440
1753315200000,2025-07-24 00:00:00,118792.87,119568.97,117166,118399.55,696.45117086,1440
1753401600000,2025-07-25 00:00:00,118399.55,118521.29,114747.11,117647.65,1318.40399422,1440
1753488000000,2025-07-26 00:00:00,117647.65,118334.43,117101.21,117982.6,468.82025389,1440
1753574400000,2025-07-27 00:00:00,117982.6,119814.9,117856.26,119458.3,555.17588519,1440
1753660800000,2025-07-28 00:00:00,119458.3,119855.4,117400,118067.41,771.12212417,1440
1753747200000,2025-07-29 00:00:00,118067.41,119317.03,116922.85,117917.53,583.90499978,1440
1753833600000,2025-07-30 00:00:00,117917.53,118841,115740.06,117841.09,600.19746725,1440
1753920000000,2025-07-31 00:00:00,117841.09,118927.24,115489.36,115744.4,740.00862415,1440
1754006400000,2025-08-01 00:00:00,115744.4,116060.61,112655.67,113320,797.78295943,1440
1754092800000,2025-08-02 00:00:00,113320,114021.01,111969.62,112515.95,205.20993245,1440
1754179200000,2025-08-03 00:00:00,112515.95,114768.94,111929.28,114209.61,139.51119688,1440
1754265600000,2025-08-04 00:00:00,114209.61,115773.82,114118.24,115057.51,416.06885815,1440
1754352000000,2025-08-05 00:00:00,115057.51,115118.64,112623.49,114138.95,453.53259912,1440
1754438400000,2025-08-06 00:00:00,114138.95,115743.75,113345.88,115035.3,343.45836848,1440
1754524800000,2025-08-07 00:00:00,115035.3,117697.65,114291.58,117546.23,409.78448601,1440
1754611200000,2025-08-08 00:00:00,117546.23,117689.44,115870.83,116679.65,413.53214493,1440
1754697600000,2025-08-09 00:00:00,116679.65,117935.15,116315.8,116499.89,110.27544147,1440
1754784000000,2025-08-10 00:00:00,116499.89,119328.14,116499.89,119296.88,205.42296648,1440
1754870400000,2025-08-11 00:00:00,119296.88,122311,118118.9,118676.28,589.06851819,1440
1754956800000,2025-08-12 00:00:00,118676.28,120320.31,118203.98,120123.82,499.50868023,1440
1755043200000,2025-08-13 00:00:00,120123.82,123738.99,118955.05,123383.26,715.24079073,1440
1755129600000,2025-08-14 00:00:00,123383.26,124524.44,117216.56,118392.12,1067.92217626,1440
1755216000000,2025-08-15 00:00:00,118392.12,119343.01,116830.56,117436.75,526.75607387,1440
1755302400000,2025-08-16 00:00:00,117436.75,118000,117224.09,117446.73,167.9019209,1440
1755388800000,2025-08-17 00:00:00,117446.73,118645.12,117259.06,117473.37,178.031581,1440
1755475200000,2025-08-18 00:00:00,117473.37,117649.32,114750,116263.69,580.95984312,1440
1755561600000,2025-08-19 00:00:00,116263.69,116800,112722.64,112853.7,647.93267895,1440
1755648000000,2025-08-20 00:00:00,112853.7,114656.36,112359.24,114308.32,458.7043223,1440
1755734400000,2025-08-21 00:00:00,114308.32,114831.98,111959.01,112435.12,569.00153224,1440
1755820800000,2025-08-22 00:00:00,112435.12,117435.73,111654.18,116883.72,624.49989377,1440
1755907200000,2025-08-23 00:00:00,116883.72,116989.72,114519.06,115388.26,96.21819532,1440
1755993600000,2025-08-24 00:00:00,115388.26,115624.44,110622.13,113476.01,294.3552414,1440
1756080000000,2025-08-25 00:00:00,113476.01,113654.63,109290.32,110128.09,630.38037487,1440
1756166400000,2025-08-26 00:00:00,110128.09,112408.48,108700,111789.74,532.35836826,1440
1756252800000,2025-08-27 00:00:00,111789.74,112670.44,110375,111204.7,410.91151664,1440
1756339200000,2025-08-28 00:00:00,111204.7,113493.57,110883.95,112571.04,415.69353252,1440
1756425600000,2025-08-29 00:00:00,112571.04,112640.73,107480,108383.25,639.31492759,1440
1756512000000,2025-08-30 00:00:00,108383.25,108939.35,107359.83,108832.96,181.94697388,1440
1756598400000,2025-08-31 00:00:00,108832.96,109496.96,108073.22,108256.23,89.60870882,1440
1756684800000,2025-09-01 00:00:00,108256.23,109922.46,107268.71,109267.28,195.57021574,1440
1756771200000,2025-09-02 00:00:00,109267.28,111809,108408,111237.74,395.36439302,1440
1756857600000,2025-09-03 00:00:00,111237.74,112601.74,110530.99,111759.93,321.02197973,1440
1756944000000,2025-09-04 00:00:00,111759.93,112227.78,109341.39,110720,303.73763582,1440
1757030400000,2025-09-05 00:00:00,110720,113384.98,110202.5,110670.35,353.4231683,1440
1757116800000,2025-09-06 00:00:00,110670.35,111342.09,110000,110215.92,71.54391803,1440
1757203200000,2025-09-07 00:00:00,110215.92,111615.5,110213.07,111137.71,100.89497149,1440
1757289600000,2025-09-08 00:00:00,111137.71,112953.97,110623.37,112080,255.90809424,1440
1757376000000,2025-09-09 00:00:00,112080,113301.8,110772.32,111515.55,247.32500142,1440
1757462400000,2025-09-10 00:00:00,111515.55,114376.83,110917.42,113997.73,405.34630848,1440
1757548800000,2025-09-11 00:00:00,113997.73,115553.56,113476.27,115533.98,266.9008423,1440
1757635200000,2025-09-12 00:00:00,115533.98,116835.89,114796,116128.97,298.67060012,1440
1757721600000,2025-09-13 00:00:00,116128.97,116367.82,115208.23,115985.88,110.63696336,1440
1757808000000,2025-09-14 00:00:00,115985.88,116206.72,115200,115329.48,83.52639571,1440
1757894400000,2025-09-15 00:00:00,115329.48,116790.4,114405.13,115376.25,340.58716335,1440
1757980800000,2025-09-16 00:00:00,115376.25,117031.46,114770.01,116819.85,279.16308409,1440
1758067200000,2025-09-17 00:00:00,116819.85,117333,114770,116476.21,331.21945398,1440
1758153600000,2025-09-18 00:00:00,116476.21,117988.76,116154.55,117124.4,273.4633616,1440
1758240000000,2025-09-19 00:00:00,117124.4,117527.44,115104,115690.06,243.75424352,1440
1758326400000,2025-09-20 00:00:00,115690.06,116190.14,115467.07,115749.46,147.89693022,1440
1758412800000,2025-09-21 00:00:00,115749.46,115908.4,115250,115326.73,343.93831277,1440
1758499200000,2025-09-22 00:00:00,115326.73,115474.02,111905.26,112736.16,815.64382282,1440
1758585600000,2025-09-23 00:00:00,112736.16,113354.19,111500,112013.61,317.61820998,1440
1758672000000,2025-09-24 00:00:00,112013.61,114024.97,111091.73,113352.92,264.99195027,1440
1758758400000,2025-09-25 00:00:00,113352.92,113562.79,108622.32,109037.59,398.79957734,1440
1758844800000,2025-09-26 00:00:00,109037.59,110457.69,108673.54,109688.37,479.20605019,1440
1758931200000,2025-09-27 00:00:00,109688.37,109794.02,109126.58,109691.15,130.81773305,1440
1759017600000,2025-09-28 00:00:00,109691.15,112386.4,109233.11,112209.02,80.29602533,1440
1759104000000,2025-09-29 00:00:00,112209.02,114492.57,111590.97,114393.67,353.06094847,1440
1759190400000,2025-09-30 00:00:00,114393.67,114850.02,112717.42,114061.18,374.01495075,1440
1759276800000,2025-10-01 00:00:00,114061.18,118726.52,113987.84,118625.6,594.00023224,1440
1759363200000,2025-10-02 00:00:00,118625.6,121115,118363.9,120605.87,473.70918924,1440
1759449600000,2025-10-03 00:00:00,120605.87,124012.64,119342.72,122309.2,608.25623565,1440
1759536000000,2025-10-04 00:00:00,122309.2,122877.48,121587.12,122433.96,130.4827424,1440
1759622400000,2025-10-05 00:00:00,122433.96,125369.7,122191.5,123501.88,323.94805344,1440
1759708800000,2025-10-06 00:00:00,123501.88,126327.15,122984,124747.28,448.96405492,1440
1759795200000,2025-10-07 00:00:00,124747.28,125233.84,120633.01,121376.43,463.61679808,1440
1759881600000,2025-10-08 00:00:00,121376.43,124233.31,121101.89,123329.27,411.3992038,1440
1759968000000,2025-10-09 00:00:00,123329.27,123817.83,119713.91,121702.31,408.29647156,1440
1760054400000,2025-10-10 00:00:00,121702.31,122590.34,105000,113063.2,1037.88527968,1440
1760140800000,2025-10-11 00:00:00,113063.2,113745.41,109699.71,110772.27,468.71255311,1440
1760227200000,2025-10-12 00:00:00,110772.27,115866,109690.46,115056.93,347.0056691,1440
1760313600000,2025-10-13 00:00:00,115056.93,116072.42,113699.45,115269.71,410.86393476,1440
1760400000000,2025-10-14 00:00:00,115269.71,115495.04,109959.95,113098.21,558.57102931,1440
1760486400000,2025-10-15 00:00:00,113098.21,113676.12,110200,110774.82,498.89321628,1440
1760572800000,2025-10-16 00:00:00,110774.82,112035.44,107500,108216.42,683.44516425,1440
1760659200000,2025-10-17 00:00:00,108216.42,109250,103000,106484.31,884.32595866,1440
1760745600000,2025-10-18 00:00:00,106484.31,107534.6,106208.6,107207.88,145.82318483,1440
1760832000000,2025-10-19 00:00:00,107207.88,109500,106136.36,108678.4,201.56155827,1440
1760918400000,2025-10-20 00:00:00,108678.4,111737.88,107473.98,110573.42,331.12924628,1440
1761004800000,2025-10-21 00:00:00,110573.42,114074.17,107500,108360.32,570.88337892,1440
1761091200000,2025-10-22 00:00:00,108360.32,109183.19,106666.66,107579.79,501.79893914,1440
1761177600000,2025-10-23 00:00:00,107579.79,111343.68,107504.26,110116.36,414.97854005,1440
1761264000000,2025-10-24 00:00:00,110116.36,112142.27,109709.14,111040.2,441.98287276,1440
1761350400000,2025-10-25 00:00:00,111040.2,111953.48,110700,111646.05,101.88790235,1440
1761436800000,2025-10-26 00:00:00,111646.05,115288.5,110239.16,114532,193.29103188,1440
1761523200000,2025-10-27 00:00:00,114532,116405.97,113843.07,114086.59,351.21694854,1440
1761609600000,2025-10-28 00:00:00,114086.59,116123.68,112240.91,112924.38,329.42044188,1440
1761696000000,2025-10-29 00:00:00,112924.38,113677.39,109000,110026.15,548.03539681,1440
1761782400000,2025-10-30 00:00:00,110026.15,111636.88,106288,108292.17,577.12463275,1440
1761868800000,2025-10-31 00:00:00,108292.17,111065.49,108234.64,109556.99,479.72657104,1440
1761955200000,2025-11-01 00:00:00,109556.99,110476.48,109351.4,110074.48,115.04375574,1440
1762041600000,2025-11-02 00:00:00,110074.48,111207.34,109475,110538.06,144.32111631,1440
1762128000000,2025-11-03 00:00:00,110538.06,110750.45,105289.84,106540.48,513.58774162,1440
1762214400000,2025-11-04 00:00:00,106540.48,107272.65,98907.01,101469,872.29924147,1440
1762300800000,2025-11-05 00:00:00,101469,104593.92,98950,103892.84,464.7463392,1440
1762387200000,2025-11-06 00:00:00,103892.84,104187.75,100469.56,101299.53,193.05736594,1440
1762473600000,2025-11-07 00:00:00,101299.53,104068,99159.18,103295.01,543.6046462,1440
1762560000000,2025-11-08 00:00:00,103295.01,103367.31,101436.06,102295.11,110.28702465,1440
1762646400000,2025-11-09 00:00:00,102295.11,105432,101401.72,104667.79,127.43171081,1440
1762732800000,2025-11-10 00:00:00,104667.79,106626.08,104250.82,105957.91,344.09046331,1440
1762819200000,2025-11-11 00:00:00,105957.91,107485.17,102424.48,103008.24,252.3468726,1440
1762905600000,2025-11-12 00:00:00,103008.24,105308.44,100780.76,101600.83,339.07470034,1440
1762992000000,2025-11-13 00:00:00,101600.83,104015.74,97900,99617.8,638.7952107,1440
1763078400000,2025-11-14 00:00:00,99617.8,99817.91,94000,94496.74,949.66047616,1440
1763164800000,2025-11-15 00:00:00,94496.74,96749.29,94475.57,95546.48,216.85469206,1440
1763251200000,2025-11-16 00:00:00,95546.48,96538.35,92890,94196.69,329.18781452,1440
1763337600000,2025-11-17 00:00:00,94196.69,95953.07,91147.31,92086.75,841.9202619,1440
1763424000000,2025-11-18 00:00:00,92086.75,93776.63,89211,92916.73,790.83503739,1440
1763510400000,2025-11-19 00:00:00,92916.73,92918.84,88494.12,91459.27,709.12730652,1440
1763596800000,2025-11-20 00:00:00,91459.27,93084.26,85947.66,86548.06,911.87348684,1440
1763683200000,2025-11-21 00:00:00,86548.06,87398.53,80546.45,85064.69,1508.3636376,1440
1763769600000,2025-11-22 00:00:00,85064.69,85548.8,83450,84641,278.33332101,1440
1763856000000,2025-11-23 00:00:00,84641,88099.8,84632,86802.18,360.52964542,1440
1763942400000,2025-11-24 00:00:00,86802.18,89224.09,85214.81,88272.07,697.98660653,1440
1764028800000,2025-11-25 00:00:00,88272.07,88474.59,86077.07,87305.35,487.37808691,1440
1764115200000,2025-11-26 00:00:00,87305.35,90642.87,86263.93,90468.15,447.92300563,1440
1764201600000,2025-11-27 00:00:00,90468.15,91923,90088.62,91273.22,255.71144157,1440
1764288000000,2025-11-28 00:00:00,91273.22,93093.65,90239.38,90907.92,434.46973647,1440
1764374400000,2025-11-29 00:00:00,90907.92,91177.86,90217,90810.17,95.9073183,1440
1764460800000,2025-11-30 00:00:00,90810.17,91867.12,90343.8,90377.21,96.05276919,1440
1764547200000,2025-12-01 00:00:00,90377.21,90411.92,83821.05,86300.31,794.41654097,1440
1764633600000,2025-12-02 00:00:00,86300.31,92305.83,86185.14,91316.46,468.82562049,1440
1764720000000,2025-12-03 00:00:00,91316.46,94170.65,91037.19,93457.44,460.85600995,1440
1764806400000,2025-12-04 00:00:00,93457.44,94076.89,90907.7,92053.05,350.4919843,1440
1764892800000,2025-12-05 00:00:00,92053.05,92696.01,88125.22,89337.5,364.48377628,1440
1764979200000,2025-12-06 00:00:00,89337.5,90256.33,88933.6,89212.47,106.47611656,1440
1765065600000,2025-12-07 00:00:00,89212.47,91781.29,87748,90432.01,152.96833449,1440
1765152000000,2025-12-08 00:00:00,90432.01,92301.07,89617.71,90662.41,329.11591439,1440
1765238400000,2025-12-09 00:00:00,90662.41,94656.3,89546.85,92740.6,374.97136483,1440
1765324800000,2025-12-10 00:00:00,92740.6,94500,91556,92017.04,422.88907437,1440
1765411200000,2025-12-11 00:00:00,92017.04,93595.56,89286.65,92579.25,474.91209274,1440
1765497600000,2025-12-12 00:00:00,92579.25,92790,89474,90279.24,354.34209565,1440
1765540800000,2025-12-12 12:00:00,92415.97,92693.4,89474,90058.49,190.60858104,360
1765562400000,2025-12-12 18:00:00,90058.49,90689.83,89872.72,90279.24,71.51769408,360
1765584000000,2025-12-13 00:00:00,90279.24,90456.56,90119.13,90349.01,12.4196832,360
1765605600000,2025-12-13 06:00:00,90349.01,90635.89,90274.64,90358.29,5.94568836,360
1765627200000,2025-12-13 12:00:00,90358.29,90498.86,89918.59,90074.12,14.42761081,360
1765648800000,2025-12-13 18:00:00,90074.12,90296.44,89736.73,90288.76,23.38564639,360
1765670400000,2025-12-14 00:00:00,90288.76,90499.26,90060.13,90224.85,25.57185415,360
1765692000000,2025-12-14 06:00:00,90224.85,90317.39,88620.33,89454.97,32.50758939,360
1765713600000,2025-12-14 12:00:00,89454.97,89660.57,88533.89,88824.16,48.10778086,360
1765735200000,2025-12-14 18:00:00,88824.16,89075.96,87500,88146.99,108.79532217,360
1765756800000,2025-12-15 00:00:00,88146.99,90015.84,88100.51,89606.67,48.77158672,360
1765778400000,2025-12-15 06:00:00,89606.67,90000,89487.54,89643.97,65.32714248,360
1765800000000,2025-12-15 12:00:00,89643.97,89843.83,85552,85735.86,185.65943504,360
1765821600000,2025-12-15 18:00:00,85735.86,86538.45,85143,86418.36,126.20611913,360
1765843200000,2025-12-16 00:00:00,86418.36,86506.77,85240.21,86004.29,81.16493277,360
1765864800000,2025-12-16 06:00:00,86004.29,87318.02,85849.3,87252,52.6999923,360
1765886400000,2025-12-16 12:00:00,87252,88139.62,86102.47,87094.17,197.70021802,360
1765908000000,2025-12-16 18:00:00,87094.17,88000,87039.9,87841.59,105.7386581,360
1765929600000,2025-12-17 00:00:00,87841.59,87927.79,86200,86596.52,51.36823358,360
