timestamp_ms,datetime_utc,open,high,low,close,volume,source_tf_min
1741737600000,2025-03-12 00:00:00,82908.61,84433.68,80572,83660.81,924.72005279,1440
1741824000000,2025-03-13 00:00:00,83660.81,84305.73,79896.79,81054.05,627.72006123,1440
1741910400000,2025-03-14 00:00:00,81054.05,85318,80797.51,83966.64,842.56039125,1440
1741996800000,2025-03-15 00:00:00,83966.64,84678.99,83639.43,84327.77,137.31054827,1440
1742083200000,2025-03-16 00:00:00,84327.77,85108,81968.04,82571.6,234.11952344,1440
1742169600000,2025-03-17 00:00:00,82571.6,84749.03,82431.58,83998.03,557.56635058,1440
1742256000000,2025-03-18 00:00:00,83998.03,84021.7,81118.74,82682.71,600.42893243,1440
1742342400000,2025-03-19 00:00:00,82682.71,87035.39,82524.42,86887.05,811.6378735,1440
1742428800000,2025-03-20 00:00:00,86887.05,87486.72,83583.57,84188.08,637.64706357,1440
1742515200000,2025-03-21 00:00:00,84188.08,84807.02,83117.67,84037.67,345.11044187,1440
1742601600000,2025-03-22 00:00:00,84037.67,84472.24,83657.58,83833.52,80.42007869,1440
1742688000000,2025-03-23 00:00:00,83833.52,86117.92,83800.77,86085.19,142.81608031,1440
1742774400000,2025-03-24 00:00:00,86085.19,88806.34,85551.29,87523.72,590.48129782,1440
1742860800000,2025-03-25 00:00:00,87523.72,88580.34,86320.59,87463.22,497.20429655,1440
1742947200000,2025-03-26 00:00:00,87463.22,88289.98,85851.45,86907.25,524.34381008,1440
1743033600000,2025-03-27 00:00:00,86907.25,87771.42,85826,87223.2,594.77478335,1440
1743120000000,2025-03-28 00:00:00,87223.2,87504.15,83528,84375,584.1849349,1440
1743206400000,2025-03-29 00:00:00,84375,84582.02,81625.92,82593.16,129.06854523,1440
1743292800000,2025-03-30 00:00:00,82593.16,83542.04,81529.17,82324.11,140.0079296,1440
1743379200000,2025-03-31 00:00:00,82324.11,83921.11,81274.96,82558.5,388.23686895,1440
1743465600000,2025-04-01 00:00:00,82558.5,85560.92,82415.85,85198.57,601.22645689,1440
1743552000000,2025-04-02 00:00:00,85198.57,88545.99,82261.99,82481.46,840.99761723,1440
1743638400000,2025-04-03 00:00:00,82481.46,83933.3,81172.08,83151.13,651.14349735,1440
1743724800000,2025-04-04 00:00:00,83151.13,84712.65,81649,83838.7,836.68714514,1440
1743811200000,2025-04-05 00:00:00,83838.7,84218.15,82352.58,83495.56,92.73637343,1440
1743897600000,2025-04-06 00:00:00,83495.56,83728.04,77082.44,78361.24,521.43181472,1440
1743984000000,2025-04-07 00:00:00,78361.24,81371.56,74415,79115.45,2173.90376809,1440
1744070400000,2025-04-08 00:00:00,79115.45,80828.34,76180.3,76237.27,1135.20720148,1440
1744156800000,2025-04-09 00:00:00,76237.27,83579.4,74553.72,82586.73,2298.11816981,1440
1744243200000,2025-04-10 00:00:00,82586.73,82727.07,78400,79544.1,960.73556597,1440
1744329600000,2025-04-11 00:00:00,79544.1,84268.13,78950.9,83379.99,965.09132073,1440
1744416000000,2025-04-12 00:00:00,83379.99,85882.67,82400,85275.34,342.18708522,1440
1744502400000,2025-04-13 00:00:00,85275.34,86063.44,83019.44,83739.36,273.68488366,1440
1744588800000,2025-04-14 00:00:00,83739.36,85865.09,83665.21,84590.6,837.45658647,1440
1744675200000,2025-04-15 00:00:00,84590.6,86481.88,83580.85,83619.03,547.96091472,1440
1744761600000,2025-04-16 00:00:00,83619.03,85511.4,83081.95,84025.11,667.13421943,1440
1744848000000,2025-04-17 00:00:00,84025.11,85476.35,83724.38,84902.88,536.48829321,1440
1744934400000,2025-04-18 00:00:00,84902.88,85126.85,84306.73,84468.38,230.83284884,1440
1745020800000,2025-04-19 00:00:00,84468.38,85592.3,84356.39,85064.34,139.59601059,1440
1745107200000,2025-04-20 00:00:00,85064.34,85324.07,83988.8,85164.64,183.06240172,1440
1745193600000,2025-04-21 00:00:00,85164.64,88603.27,85151.12,87516.88,787.92178171,1440
1745280000000,2025-04-22 00:00:00,87516.88,93883,87068.11,93472.89,1320.60167027,1440
1745366400000,2025-04-23 00:00:00,93472.89,94712.79,91921.96,93728.99,727.89592078,1440
1745452800000,2025-04-24 00:00:00,93728.99,94045.22,91678.01,94013.68,565.59774122,1440
1745539200000,2025-04-25 00:00:00,94013.68,95942,92865.97,94709.17,968.19036496,1440
1745625600000,2025-04-26 00:00:00,94709.17,95258.96,93913.34,94637.94,129.34266379,1440
1745712000000,2025-04-27 00:00:00,94637.94,95342.53,93661.29,93776.09,172.07900764,1440
1745798400000,2025-04-28 00:00:00,93776.09,95766.21,92810.4,94979.63,523.30688522,1440
1745884800000,2025-04-29 00:00:00,94979.63,95500,93225.81,94296.87,666.01397653,1440
1745971200000,2025-04-30 00:00:00,94296.87,95254.32,92889.19,94203,632.37447109,1440
1746057600000,2025-05-01 00:00:00,94203,97544,94160.56,96520.27,670.64489622,1440
1746144000000,2025-05-02 00:00:00,96520.27,97965.32,96366.11,96933.59,469.27260128,1440
1746230400000,2025-05-03 00:00:00,96933.59,96962.8,95798.92,95882.19,108.8014874,1440
1746316800000,2025-05-04 00:00:00,95882.19,96302.12,94161.24,94327.17,164.78861764,1440
1746403200000,2025-05-05 00:00:00,94327.17,95207,93502.55,94726.73,448.16456986,1440
1746489600000,2025-05-06 00:00:00,94726.73,96894.12,93324,96831.02,649.4104859,1440
1746576000000,2025-05-07 00:00:00,96831.02,97705.29,95798.92,97082.09,482.8822797,1440
1746662400000,2025-05-08 00:00:00,97082.09,104191.1,96886.39,103264.59,937.23699471,1440
1746748800000,2025-05-09 00:00:00,103264.59,104335,102332.09,102971.79,512.15050722,1440
1746835200000,2025-05-10 00:00:00,102971.79,104986.37,102833.83,104787.95,211.70543539,1440
1746921600000,2025-05-11 00:00:00,104787.95,105000,103354.2,104113.35,204.37988928,1440
1747008000000,2025-05-12 00:00:00,104113.35,105771,100712.78,102805.49,717.82871115,1440
1747094400000,2025-05-13 00:00:00,102805.49,105079.36,101437.45,104141.97,637.91167746,1440
1747180800000,2025-05-14 00:00:00,104141.97,104383.51,102609.38,103539.22,349.05353641,1440
1747267200000,2025-05-15 00:00:00,103539.22,104209.21,101400,103795.1,421.64046568,1440
1747353600000,2025-05-16 00:00:00,103795.1,104622.06,103126.74,103518.79,349.70292768,1440
1747440000000,2025-05-17 00:00:00,103518.79,103727.98,102641.25,103146.12,206.6335058,1440
1747526400000,2025-05-18 00:00:00,103146.12,106666,103127,106496.4,330.90715443,1440
1747612800000,2025-05-19 00:00:00,106496.4,107115.26,102096.86,105621.36,568.5684505,1440
1747699200000,2025-05-20 00:00:00,105621.36,107348.11,104195.93,106887.51,565.84788524,1440
1747785600000,2025-05-21 00:00:00,106887.51,110000,106122.84,109546.94,1157.21401388,1440
1747872000000,2025-05-22 00:00:00,109546.94,112006.21,109174,111718.08,892.72983014,1440
1747958400000,2025-05-23 00:00:00,111718.08,111794,106799.33,107317.88,828.00369402,1440
1748044800000,2025-05-24 00:00:00,107317.88,109500,106929.69,107780.71,223.87721838,1440
1748131200000,2025-05-25 00:00:00,107780.71,109382.53,106633.69,109028.9,222.63778177,1440
1748217600000,2025-05-26 00:00:00,109028.9,110480.37,108729.46,109474.08,201.08563488,1440
1748304000000,2025-05-27 00:00:00,109474.08,110823.08,107546.01,108970.22,711.87627531,1440
1748390400000,2025-05-28 00:00:00,108970.22,109332.99,106786.54,107829.9,579.73178165,1440
1748476800000,2025-05-29 00:00:00,107829.9,108944.96,105310.54,105570.64,830.29316828,1440
1748563200000,2025-05-30 00:00:00,105570.64,106338.45,103662.25,104032.32,680.97272413,1440
1748649600000,2025-05-31 00:00:00,104032.32,104950,103090.29,104640.01,295.30820293,1440
1748736000000,2025-06-01 00:00:00,104640.01,105909,103812.69,105684.05,230.73791876,1440
1748822400000,2025-06-02 00:00:00,105684.05,106024,103696.59,105890.01,445.82642426,1440
1748908800000,2025-06-03 00:00:00,105890.01,106888,104933.72,105448.5,432.85423792,1440
1748995200000,2025-06-04 00:00:00,105448.5,106043.72,104203.73,104737.96,418.16914337,1440
1749081600000,2025-06-05 00:00:00,104737.96,105973.43,100400.22,101551.24,869.09770471,1440
1749168000000,2025-06-06 00:00:00,101551.24,105434.16,101166.32,104366.05,608.58831638,1440
1749254400000,2025-06-07 00:00:00,104366.05,105956,103964.8,105607.14,79.12016094,1440
1749340800000,2025-06-08 00:00:00,105607.14,106500,105021.59,105794.14,114.49953981,1440
1749427200000,2025-06-09 00:00:00,105794.14,110524.63,105365.78,110320.27,513.80517149,1440
1749513600000,2025-06-10 00:00:00,110320.27,110398.98,108351.46,110292,460.51154477,1440
1749600000000,2025-06-11 00:00:00,110292,110400,108088.22,108666.73,513.62915046,1440
1749686400000,2025-06-12 00:00:00,108666.73,108836.07,105586,105697.61,554.48170081,1440
1749772800000,2025-06-13 00:00:00,105697.61,106222,102792.3,106102.81,617.45860225,1440
1749859200000,2025-06-14 00:00:00,106102.81,106265.11,104354.18,105453.05,175.96848908,1440
1749945600000,2025-06-15 00:00:00,105453.05,106169.43,104513,105598.71,135.18391375,1440
1750032000000,2025-06-16 00:00:00,105598.71,108995.77,104985.95,106868.33,578.72220821,1440
1750118400000,2025-06-17 00:00:00,106868.33,107844.2,103344.05,104581.47,535.72417161,1440
1750204800000,2025-06-18 00:00:00,104581.47,105571.66,103507.54,104898.45,415.82884803,1440
1750291200000,2025-06-19 00:00:00,104898.45,105232.92,103906.17,104670.82,174.40287611,1440
