nohup: ignoring input
Traceback (most recent call last):
  File "/home/ubuntu/gtc-trading/src/strategy/paper_runner.py", line 26, in <module>
    import bates_pricer as bp
ModuleNotFoundError: No module named 'bates_pricer'
nohup: ignoring input
Loaded params from /home/ubuntu/gtc-trading/data/deribit/bates_params_implied.json
[2026-03-17 22:30:32 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:30:38 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:30:43 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:30:49 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:30:55 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:31:01 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:31:08 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:31:14 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:31:19 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:31:25 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:31:31 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:31:36 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:31:43 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:31:48 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:31:54 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:32:00 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:32:06 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:32:11 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:32:17 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:32:23 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:32:28 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:32:34 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:32:40 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:32:46 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:32:51 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:32:57 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:33:03 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:33:08 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:33:14 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:33:20 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:33:25 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:33:31 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:33:37 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:33:43 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:33:49 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:33:54 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:34:00 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:34:06 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:34:11 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:34:17 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:34:23 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:34:28 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:34:34 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:34:40 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:34:45 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:34:51 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:34:57 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:35:02 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:35:08 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:35:14 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:35:20 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:35:25 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:35:31 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:35:37 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:35:42 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:35:48 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:35:54 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:36:00 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:36:06 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:36:11 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:36:17 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:36:23 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:36:28 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:36:34 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:36:40 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:36:46 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:36:52 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:36:58 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:37:06 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:37:12 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:37:18 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:37:24 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:37:29 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:37:36 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:37:42 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:37:49 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:37:55 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:38:02 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:38:08 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:38:15 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:38:21 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:38:26 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:38:32 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:38:38 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:38:43 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:38:49 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:38:55 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:39:01 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:39:07 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:39:12 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:39:18 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:39:24 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:39:30 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:39:36 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:39:42 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:39:48 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:39:53 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:39:59 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:40:05 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:40:11 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:40:17 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:40:23 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:40:28 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:40:34 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:40:40 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:40:46 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:40:53 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:40:59 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:41:06 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:41:12 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:41:18 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:41:24 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:41:30 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:41:36 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:41:42 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:41:48 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:41:55 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:42:00 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:42:06 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:42:12 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:42:18 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:42:24 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:42:30 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:42:35 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:42:41 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:42:46 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:42:52 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:42:58 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:43:04 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:43:09 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:43:15 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:43:21 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:43:26 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:43:32 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:43:38 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:43:44 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:43:49 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:43:55 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:44:01 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:44:07 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:44:12 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:44:18 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:44:24 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:44:29 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:44:35 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:44:40 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:44:46 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:44:51 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:44:57 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:45:02 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:45:08 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:45:14 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:45:20 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:45:26 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:45:32 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:45:38 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:45:43 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:45:49 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:45:56 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:46:02 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:46:09 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:46:14 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:46:20 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:46:26 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:46:31 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:46:37 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:46:42 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:46:48 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:46:54 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:46:59 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:47:05 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:47:10 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:47:16 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:47:22 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:47:27 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:47:33 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:47:38 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:47:44 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:47:52 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:47:58 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:48:03 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:48:09 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:48:15 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:48:20 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:48:26 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:48:32 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:48:37 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:48:44 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:48:49 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:48:55 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:49:01 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:49:07 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:49:12 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:49:18 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:49:24 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:49:29 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:49:35 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:49:40 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:49:46 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:49:52 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:49:57 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:50:03 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:50:09 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:50:15 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:50:21 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:50:27 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:50:32 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:50:39 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:50:44 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:50:50 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:50:56 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:51:02 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:51:08 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:51:13 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:51:19 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:51:26 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:51:31 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:51:37 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:51:43 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:51:49 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:51:55 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:52:01 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:52:07 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:52:13 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:52:19 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:52:25 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:52:30 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:52:36 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:52:42 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:52:47 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:52:53 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:52:59 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:53:05 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:53:11 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:53:16 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:53:22 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:53:28 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:53:34 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:53:39 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:53:45 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:53:51 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:53:56 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:54:02 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:54:08 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:54:13 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:54:19 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:54:25 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:54:30 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:54:36 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:54:41 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:54:47 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:54:53 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:54:59 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:55:04 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:55:10 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:55:16 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:55:21 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:55:27 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:55:33 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:55:38 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:55:44 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:55:50 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:55:55 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:56:01 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:56:07 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:56:12 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:56:18 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:56:24 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:56:29 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:56:35 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:56:40 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:56:46 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:56:51 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:56:57 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:57:03 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:57:08 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:57:14 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:57:19 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:57:25 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:57:31 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:57:36 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:57:42 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:57:47 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:57:53 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:57:59 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:58:05 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:58:10 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:58:16 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:58:21 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:58:27 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:58:33 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:58:38 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:58:44 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:58:50 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:58:56 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:59:02 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:59:08 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:59:13 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:59:19 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:59:25 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:59:30 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:59:36 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:59:42 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:59:48 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:59:53 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 22:59:59 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 23:00:05 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 23:00:11 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 23:00:17 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 23:00:22 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 23:00:28 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 23:00:33 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 23:00:39 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
[2026-03-17 23:00:45 UTC] active_events=1 open_positions=0 capital_remaining=$3000.00
