instrument_name,option_type,strike,expiry_ts_ms,expiry_dt,tte_years,underlying_price,mark_iv,mark_price_btc,bid_price_btc,ask_price_btc,mid_price_btc,open_interest,volume_usd_24h,snapshot_ts,snapshot_ts_ms,snapshot_source,last_trade_ts_ms,last_trade_ts,last_trade_price_btc,trade_direction,trade_amount_btc,trades_in_lookback,contracts_traded_lookback,trade_amount_btc_lookback,creation_ts_ms,instrument_state
BTC-12MAR26-68500-P,put,68500.0,1773302400000,2026-03-12T08:00:00Z,0.00091262,70530.03,56.15,0.00051366,,,,0.4,28229.185,2026-03-12T00:00:00Z,1773273600000,trade_derived_latest_trade_in_lookback,1773263601213,2026-03-11T21:13:21Z,0.0006,buy,0.3,2,0.4,0.4,1772956812000,delivered
BTC-12MAR26-69000-C,call,69000.0,1773302400000,2026-03-12T08:00:00Z,0.00091262,,,,,,,0.0,0.0,2026-03-12T00:00:00Z,1773273600000,metadata_only,,,,,,0,0.0,0.0,1772956812000,delivered
BTC-12MAR26-69000-P,put,69000.0,1773302400000,2026-03-12T08:00:00Z,0.00091262,70463.01,52.61,0.00078375,,,,69.9,4936586.022,2026-03-12T00:00:00Z,1773273600000,trade_derived_latest_trade_in_lookback,1773269259523,2026-03-11T22:47:39Z,0.0009,sell,0.1,32,69.9,69.9,1772956812000,delivered
BTC-12MAR26-69500-C,call,69500.0,1773302400000,2026-03-12T08:00:00Z,0.00091262,70607.56,45.82,0.01701967,,,,3.0,211533.675,2026-03-12T00:00:00Z,1773273600000,trade_derived_latest_trade_in_lookback,1773262497121,2026-03-11T20:54:57Z,0.017,buy,0.5,5,3.0,3.0,1772956812000,delivered
BTC-12MAR26-69500-P,put,69500.0,1773302400000,2026-03-12T08:00:00Z,0.00091262,70158.06,46.46,0.00216835,,,,15.3,1080457.973,2026-03-12T00:00:00Z,1773273600000,trade_derived_latest_trade_in_lookback,1773272873204,2026-03-11T23:47:53Z,0.0021,buy,0.1,22,15.3,15.3,1772956812000,delivered
BTC-12MAR26-70000-C,call,70000.0,1773302400000,2026-03-12T08:00:00Z,0.00091262,70291.72,41.09,0.00755538,,,,4.5,317735.062,2026-03-12T00:00:00Z,1773273600000,trade_derived_latest_trade_in_lookback,1773272653095,2026-03-11T23:44:13Z,0.0075,sell,0.1,9,4.5,4.5,1772956812000,delivered
BTC-12MAR26-70000-P,put,70000.0,1773302400000,2026-03-12T08:00:00Z,0.00091262,70395.94,41.77,0.00334507,,,,43.5,3074666.214,2026-03-12T00:00:00Z,1773273600000,trade_derived_latest_trade_in_lookback,1773270002307,2026-03-11T23:00:02Z,0.0031,sell,0.1,51,43.5,43.5,1772956812000,delivered
BTC-12MAR26-70500-C,call,70500.0,1773302400000,2026-03-12T08:00:00Z,0.00091262,70648.66,40.66,0.00730962,,,,0.3,21194.598,2026-03-12T00:00:00Z,1773273600000,trade_derived_latest_trade_in_lookback,1773259212806,2026-03-11T20:00:12Z,0.007,buy,0.3,1,0.3,0.3,1773063240000,delivered
BTC-12MAR26-70500-P,put,70500.0,1773302400000,2026-03-12T08:00:00Z,0.00091262,70360.3,41.84,0.00643029,,,,15.5,1096536.025,2026-03-12T00:00:00Z,1773273600000,trade_derived_latest_trade_in_lookback,1773269660428,2026-03-11T22:54:20Z,0.0065,buy,0.3,35,15.5,15.5,1773063240000,delivered
BTC-12MAR26-71000-C,call,71000.0,1773302400000,2026-03-12T08:00:00Z,0.00091262,70368.22,42.37,0.00168004,,,,24.2,1710817.735,2026-03-12T00:00:00Z,1773273600000,trade_derived_latest_trade_in_lookback,1773272370790,2026-03-11T23:39:30Z,0.0019,buy,0.5,40,24.2,24.2,1772956812000,delivered
BTC-12MAR26-71000-P,put,71000.0,1773302400000,2026-03-12T08:00:00Z,0.00091262,70504.26,43.41,0.01022667,,,,0.9,63649.174,2026-03-12T00:00:00Z,1773273600000,trade_derived_latest_trade_in_lookback,1773261368005,2026-03-11T20:36:08Z,0.0105,sell,0.1,5,0.9,0.9,1772956812000,delivered
BTC-12MAR26-71500-C,call,71500.0,1773302400000,2026-03-12T08:00:00Z,0.00091262,70552.56,38.19,0.00160021,,,,10.9,770779.298,2026-03-12T00:00:00Z,1773273600000,trade_derived_latest_trade_in_lookback,1773259349969,2026-03-11T20:02:29Z,0.0013,sell,0.7,21,10.9,10.9,1773124320000,delivered
BTC-12MAR26-71500-P,put,71500.0,1773302400000,2026-03-12T08:00:00Z,0.00091262,,,,,,,0.0,0.0,2026-03-12T00:00:00Z,1773273600000,metadata_only,,,,,,0,0.0,0.0,1773124320000,delivered
BTC-12MAR26-72000-C,call,72000.0,1773302400000,2026-03-12T08:00:00Z,0.00091262,70848.59,39.45,0.00068775,,,,11.4,806290.929,2026-03-12T00:00:00Z,1773273600000,trade_derived_latest_trade_in_lookback,1773267246127,2026-03-11T22:14:06Z,0.0007,sell,0.1,21,11.4,11.4,1772956812000,delivered
BTC-12MAR26-72000-P,put,72000.0,1773302400000,2026-03-12T08:00:00Z,0.00091262,,,,,,,0.0,0.0,2026-03-12T00:00:00Z,1773273600000,metadata_only,,,,,,0,0.0,0.0,1772956812000,delivered
BTC-12MAR26-72500-C,call,72500.0,1773302400000,2026-03-12T08:00:00Z,0.00091262,70669.85,46.14,0.00020713,,,,0.5,35343.786,2026-03-12T00:00:00Z,1773273600000,trade_derived_latest_trade_in_lookback,1773267646459,2026-03-11T22:20:46Z,0.0003,sell,0.1,5,0.5,0.5,1773162360000,delivered
BTC-12MAR26-72500-P,put,72500.0,1773302400000,2026-03-12T08:00:00Z,0.00091262,,,,,,,0.0,0.0,2026-03-12T00:00:00Z,1773273600000,metadata_only,,,,,,0,0.0,0.0,1773162360000,delivered
BTC-12MAR26-73000-C,call,73000.0,1773302400000,2026-03-12T08:00:00Z,0.00091262,70423.16,53.43,0.00014422,,,,28.2,1991032.334,2026-03-12T00:00:00Z,1773273600000,trade_derived_latest_trade_in_lookback,1773270003751,2026-03-11T23:00:03Z,0.0001,sell,4.5,12,28.2,28.2,1772956812000,delivered
BTC-12MAR26-73000-P,put,73000.0,1773302400000,2026-03-12T08:00:00Z,0.00091262,,,,,,,0.0,0.0,2026-03-12T00:00:00Z,1773273600000,metadata_only,,,,,,0,0.0,0.0,1772956812000,delivered
BTC-12MAR26-74000-C,call,74000.0,1773302400000,2026-03-12T08:00:00Z,0.00091262,70773.97,59.65,0.00011928,,,,0.7,49540.515,2026-03-12T00:00:00Z,1773273600000,trade_derived_latest_trade_in_lookback,1773266010732,2026-03-11T21:53:30Z,0.0001,sell,0.1,4,0.7,0.7,1772956812000,delivered
BTC-12MAR26-74000-P,put,74000.0,1773302400000,2026-03-12T08:00:00Z,0.00091262,,,,,,,0.0,0.0,2026-03-12T00:00:00Z,1773273600000,metadata_only,,,,,,0,0.0,0.0,1772956812000,delivered
BTC-12MAR26-75000-C,call,75000.0,1773302400000,2026-03-12T08:00:00Z,0.00091262,,,,,,,0.0,0.0,2026-03-12T00:00:00Z,1773273600000,metadata_only,,,,,,0,0.0,0.0,1772956812000,delivered
BTC-12MAR26-75000-P,put,75000.0,1773302400000,2026-03-12T08:00:00Z,0.00091262,,,,,,,0.0,0.0,2026-03-12T00:00:00Z,1773273600000,metadata_only,,,,,,0,0.0,0.0,1772956812000,delivered
BTC-12MAR26-76000-C,call,76000.0,1773302400000,2026-03-12T08:00:00Z,0.00091262,,,,,,,0.0,0.0,2026-03-12T00:00:00Z,1773273600000,metadata_only,,,,,,0,0.0,0.0,1772965200000,delivered
BTC-12MAR26-76000-P,put,76000.0,1773302400000,2026-03-12T08:00:00Z,0.00091262,,,,,,,0.0,0.0,2026-03-12T00:00:00Z,1773273600000,metadata_only,,,,,,0,0.0,0.0,1772965200000,delivered
BTC-12MAR26-77000-C,call,77000.0,1773302400000,2026-03-12T08:00:00Z,0.00091262,,,,,,,0.0,0.0,2026-03-12T00:00:00Z,1773273600000,metadata_only,,,,,,0,0.0,0.0,1773132180000,delivered
BTC-12MAR26-77000-P,put,77000.0,1773302400000,2026-03-12T08:00:00Z,0.00091262,,,,,,,0.0,0.0,2026-03-12T00:00:00Z,1773273600000,metadata_only,,,,,,0,0.0,0.0,1773132180000,delivered
BTC-13MAR26-50000-C,call,50000.0,1773388800000,2026-03-13T08:00:00Z,0.00365047,,,,,,,0.0,0.0,2026-03-12T00:00:00Z,1773273600000,metadata_only,,,,,,0,0.0,0.0,1772217767000,open
BTC-13MAR26-50000-P,put,50000.0,1773388800000,2026-03-13T08:00:00Z,0.00365047,,,,,,,0.0,0.0,2026-03-12T00:00:00Z,1773273600000,metadata_only,,,,,,0,0.0,0.0,1772217767000,open
BTC-13MAR26-55000-C,call,55000.0,1773388800000,2026-03-13T08:00:00Z,0.00365047,,,,,,,0.0,0.0,2026-03-12T00:00:00Z,1773273600000,metadata_only,,,,,,0,0.0,0.0,1771489980000,open
BTC-13MAR26-55000-P,put,55000.0,1773388800000,2026-03-13T08:00:00Z,0.00365047,,,,,,,0.0,0.0,2026-03-12T00:00:00Z,1773273600000,metadata_only,,,,,,0,0.0,0.0,1771489980000,open
BTC-13MAR26-58000-C,call,58000.0,1773388800000,2026-03-13T08:00:00Z,0.00365047,,,,,,,0.0,0.0,2026-03-12T00:00:00Z,1773273600000,metadata_only,,,,,,0,0.0,0.0,1771877580000,open
BTC-13MAR26-58000-P,put,58000.0,1773388800000,2026-03-13T08:00:00Z,0.00365047,,,,,,,0.0,0.0,2026-03-12T00:00:00Z,1773273600000,metadata_only,,,,,,0,0.0,0.0,1771877580000,open
BTC-13MAR26-60000-C,call,60000.0,1773388800000,2026-03-13T08:00:00Z,0.00365047,,,,,,,0.0,0.0,2026-03-12T00:00:00Z,1773273600000,metadata_only,,,,,,0,0.0,0.0,1771488020000,open
BTC-13MAR26-60000-P,put,60000.0,1773388800000,2026-03-13T08:00:00Z,0.00365047,70776.26,103.61,0.00013913,,,,3.6,254580.507,2026-03-12T00:00:00Z,1773273600000,trade_derived_latest_trade_in_lookback,1773266552106,2026-03-11T22:02:32Z,0.0001,sell,2.5,4,3.6,3.6,1771488020000,open
BTC-13MAR26-61000-C,call,61000.0,1773388800000,2026-03-13T08:00:00Z,0.00365047,,,,,,,0.0,0.0,2026-03-12T00:00:00Z,1773273600000,metadata_only,,,,,,0,0.0,0.0,1771910221000,open
BTC-13MAR26-61000-P,put,61000.0,1773388800000,2026-03-13T08:00:00Z,0.00365047,,,,,,,0.0,0.0,2026-03-12T00:00:00Z,1773273600000,metadata_only,,,,,,0,0.0,0.0,1771910221000,open
BTC-13MAR26-62000-C,call,62000.0,1773388800000,2026-03-13T08:00:00Z,0.00365047,,,,,,,0.0,0.0,2026-03-12T00:00:00Z,1773273600000,metadata_only,,,,,,0,0.0,0.0,1771488020000,open
BTC-13MAR26-62000-P,put,62000.0,1773388800000,2026-03-13T08:00:00Z,0.00365047,70364.76,90.63,0.00017552,,,,19.0,1346267.948,2026-03-12T00:00:00Z,1773273600000,trade_derived_latest_trade_in_lookback,1773271563431,2026-03-11T23:26:03Z,0.0002,sell,0.1,9,19.0,19.0,1771488020000,open
BTC-13MAR26-63000-C,call,63000.0,1773388800000,2026-03-13T08:00:00Z,0.00365047,,,,,,,0.0,0.0,2026-03-12T00:00:00Z,1773273600000,metadata_only,,,,,,0,0.0,0.0,1771516320000,open
BTC-13MAR26-63000-P,put,63000.0,1773388800000,2026-03-13T08:00:00Z,0.00365047,70421.34,74.15,0.00018593,,,,25.2,1774708.018,2026-03-12T00:00:00Z,1773273600000,trade_derived_latest_trade_in_lookback,1773271138571,2026-03-11T23:18:58Z,0.0001,sell,16.0,8,25.2,25.2,1771516320000,open
BTC-13MAR26-64000-C,call,64000.0,1773388800000,2026-03-13T08:00:00Z,0.00365047,,,,,,,0.0,0.0,2026-03-12T00:00:00Z,1773273600000,metadata_only,,,,,,0,0.0,0.0,1771488020000,open
BTC-13MAR26-64000-P,put,64000.0,1773388800000,2026-03-13T08:00:00Z,0.00365047,70357.82,77.82,0.00030147,,,,10.6,746846.327,2026-03-12T00:00:00Z,1773273600000,trade_derived_latest_trade_in_lookback,1773271531284,2026-03-11T23:25:31Z,0.0004,buy,2.0,15,10.6,10.6,1771488020000,open
BTC-13MAR26-65000-C,call,65000.0,1773388800000,2026-03-13T08:00:00Z,0.00365047,,,,,,,0.0,0.0,2026-03-12T00:00:00Z,1773273600000,metadata_only,,,,,,0,0.0,0.0,1771488020000,open
BTC-13MAR26-65000-P,put,65000.0,1773388800000,2026-03-13T08:00:00Z,0.00365047,70907.91,71.23,0.00036751,,,,3.0,211799.65,2026-03-12T00:00:00Z,1773273600000,trade_derived_latest_trade_in_lookback,1773267208062,2026-03-11T22:13:28Z,0.0004,sell,1.0,3,3.0,3.0,1771488020000,open
BTC-13MAR26-66000-C,call,66000.0,1773388800000,2026-03-13T08:00:00Z,0.00365047,,,,,,,0.0,0.0,2026-03-12T00:00:00Z,1773273600000,metadata_only,,,,,,0,0.0,0.0,1771488020000,open
BTC-13MAR26-66000-P,put,66000.0,1773388800000,2026-03-13T08:00:00Z,0.00365047,70157.9,64.71,0.00101316,,,,13.0,915432.608,2026-03-12T00:00:00Z,1773273600000,trade_derived_latest_trade_in_lookback,1773272872015,2026-03-11T23:47:52Z,0.001,sell,2.0,22,13.0,13.0,1771488020000,open
BTC-13MAR26-66500-C,call,66500.0,1773388800000,2026-03-13T08:00:00Z,0.00365047,,,,,,,0.0,0.0,2026-03-12T00:00:00Z,1773273600000,metadata_only,,,,,,0,0.0,0.0,1773043213000,open
BTC-13MAR26-66500-P,put,66500.0,1773388800000,2026-03-13T08:00:00Z,0.00365047,,,,,,,0.0,0.0,2026-03-12T00:00:00Z,1773273600000,metadata_only,,,,,,0,0.0,0.0,1773043213000,open
BTC-13MAR26-67000-C,call,67000.0,1773388800000,2026-03-13T08:00:00Z,0.00365047,,,,,,,0.0,0.0,2026-03-12T00:00:00Z,1773273600000,metadata_only,,,,,,0,0.0,0.0,1771488020000,open
BTC-13MAR26-67000-P,put,67000.0,1773388800000,2026-03-13T08:00:00Z,0.00365047,70342.43,58.95,0.00156571,,,,1.1,77769.661,2026-03-12T00:00:00Z,1773273600000,trade_derived_latest_trade_in_lookback,1773269696338,2026-03-11T22:54:56Z,0.0015,buy,0.1,5,1.1,1.1,1771488020000,open
BTC-13MAR26-67500-C,call,67500.0,1773388800000,2026-03-13T08:00:00Z,0.00365047,,,,,,,0.0,0.0,2026-03-12T00:00:00Z,1773273600000,metadata_only,,,,,,0,0.0,0.0,1773043213000,open
BTC-13MAR26-67500-P,put,67500.0,1773388800000,2026-03-13T08:00:00Z,0.00365047,70137.53,59.74,0.00251033,,,,20.1,1409786.314,2026-03-12T00:00:00Z,1773273600000,trade_derived_latest_trade_in_lookback,1773272896296,2026-03-11T23:48:16Z,0.0027,sell,20.0,2,20.1,20.1,1773043213000,open
BTC-13MAR26-68000-C,call,68000.0,1773388800000,2026-03-13T08:00:00Z,0.00365047,,,,,,,0.0,0.0,2026-03-12T00:00:00Z,1773273600000,metadata_only,,,,,,0,0.0,0.0,1771488020000,open
BTC-13MAR26-68000-P,put,68000.0,1773388800000,2026-03-13T08:00:00Z,0.00365047,70245.65,57.37,0.00311405,,,,71.7,5047714.142,2026-03-12T00:00:00Z,1773273600000,trade_derived_latest_trade_in_lookback,1773272686510,2026-03-11T23:44:46Z,0.0033,buy,9.0,39,71.7,71.7,1771488020000,open
BTC-13MAR26-68500-C,call,68500.0,1773388800000,2026-03-13T08:00:00Z,0.00365047,,,,,,,0.0,0.0,2026-03-12T00:00:00Z,1773273600000,metadata_only,,,,,,0,0.0,0.0,1773043213000,open
BTC-13MAR26-68500-P,put,68500.0,1773388800000,2026-03-13T08:00:00Z,0.00365047,70171.36,55.41,0.00472919,,,,30.7,2156850.076,2026-03-12T00:00:00Z,1773273600000,trade_derived_latest_trade_in_lookback,1773273488787,2026-03-11T23:58:08Z,0.0047,buy,0.1,12,30.7,30.7,1773043213000,open
BTC-13MAR26-69000-C,call,69000.0,1773388800000,2026-03-13T08:00:00Z,0.00365047,,,,,,,0.0,0.0,2026-03-12T00:00:00Z,1773273600000,metadata_only,,,,,,0,0.0,0.0,1771488020000,open
BTC-13MAR26-69000-P,put,69000.0,1773388800000,2026-03-13T08:00:00Z,0.00365047,70297.78,54.59,0.00583381,,,,13.5,950826.634,2026-03-12T00:00:00Z,1773273600000,trade_derived_latest_trade_in_lookback,1773273045628,2026-03-11T23:50:45Z,0.006,sell,0.6,13,13.5,13.5,1771488020000,open
BTC-13MAR26-69500-C,call,69500.0,1773388800000,2026-03-13T08:00:00Z,0.00365047,,,,,,,0.0,0.0,2026-03-12T00:00:00Z,1773273600000,metadata_only,,,,,,0,0.0,0.0,1773049860000,open
BTC-13MAR26-69500-P,put,69500.0,1773388800000,2026-03-13T08:00:00Z,0.00365047,,,,,,,0.0,0.0,2026-03-12T00:00:00Z,1773273600000,metadata_only,,,,,,0,0.0,0.0,1773049860000,open
BTC-13MAR26-70000-C,call,70000.0,1773388800000,2026-03-13T08:00:00Z,0.00365047,70353.59,50.01,0.0143563,,,,2.5,175951.864,2026-03-12T00:00:00Z,1773273600000,trade_derived_latest_trade_in_lookback,1773271813124,2026-03-11T23:30:13Z,0.0145,sell,0.1,6,2.5,2.5,1771488020000,open
BTC-13MAR26-70000-P,put,70000.0,1773388800000,2026-03-13T08:00:00Z,0.00365047,70183.84,50.04,0.01098956,,,,4.5,316772.386,2026-03-12T00:00:00Z,1773273600000,trade_derived_latest_trade_in_lookback,1773272868673,2026-03-11T23:47:48Z,0.011,buy,1.0,7,4.5,4.5,1771488020000,open
BTC-13MAR26-70500-C,call,70500.0,1773388800000,2026-03-13T08:00:00Z,0.00365047,70596.44,48.29,0.01307329,,,,4.0,282216.656,2026-03-12T00:00:00Z,1773273600000,trade_derived_latest_trade_in_lookback,1773254976909,2026-03-11T18:49:36Z,0.013,buy,1.0,5,4.0,4.0,1773117360000,open
BTC-13MAR26-70500-P,put,70500.0,1773388800000,2026-03-13T08:00:00Z,0.00365047,70190.85,49.34,0.01438717,,,,45.1,3188913.751,2026-03-12T00:00:00Z,1773273600000,trade_derived_latest_trade_in_lookback,1773272869233,2026-03-11T23:47:49Z,0.0145,buy,0.1,7,45.1,45.1,1773117360000,open
BTC-13MAR26-71000-C,call,71000.0,1773388800000,2026-03-13T08:00:00Z,0.00365047,70346.36,47.13,0.00731214,,,,26.3,1853261.113,2026-03-12T00:00:00Z,1773273600000,trade_derived_latest_trade_in_lookback,1773271650356,2026-03-11T23:27:30Z,0.0073,buy,0.1,10,26.3,26.3,1771579980000,open
BTC-13MAR26-71000-P,put,71000.0,1773388800000,2026-03-13T08:00:00Z,0.00365047,70277.94,46.26,0.01776449,,,,0.1,7027.794,2026-03-12T00:00:00Z,1773273600000,trade_derived_latest_trade_in_lookback,1773269802260,2026-03-11T22:56:42Z,0.0175,sell,0.1,1,0.1,0.1,1771579980000,open
BTC-13MAR26-71500-C,call,71500.0,1773388800000,2026-03-13T08:00:00Z,0.00365047,70406.45,45.86,0.00521137,,,,7.7,542161.585,2026-03-12T00:00:00Z,1773273600000,trade_derived_latest_trade_in_lookback,1773272548372,2026-03-11T23:42:28Z,0.005,sell,0.5,4,7.7,7.7,1773140940000,open
BTC-13MAR26-71500-P,put,71500.0,1773388800000,2026-03-13T08:00:00Z,0.00365047,,,,,,,0.0,0.0,2026-03-12T00:00:00Z,1773273600000,metadata_only,,,,,,0,0.0,0.0,1773140940000,open
BTC-13MAR26-72000-C,call,72000.0,1773388800000,2026-03-13T08:00:00Z,0.00365047,70390.74,46.72,0.00339523,,,,103.3,7290671.979,2026-03-12T00:00:00Z,1773273600000,trade_derived_latest_trade_in_lookback,1773271755869,2026-03-11T23:29:15Z,0.0034,buy,0.2,21,103.3,103.3,1771488020000,open
BTC-13MAR26-72000-P,put,72000.0,1773388800000,2026-03-13T08:00:00Z,0.00365047,70729.1,46.29,0.02394071,,,,1.0,70729.1,2026-03-12T00:00:00Z,1773273600000,trade_derived_latest_trade_in_lookback,1773253045399,2026-03-11T18:17:25Z,0.0235,buy,1.0,1,1.0,1.0,1771488020000,open
