instrument,event_ticker,settlement_index,status,side,outcome_field,quantity,entry_price,entry_model_price,edge_at_entry,spot_at_entry,bid_at_entry,ask_at_entry,bid_size_at_entry,ask_size_at_entry,entry_time,expiry_time,settlement_time,settlement_outcome,entry_notional_usd,max_loss_usd,gross_pnl_per_contract,gross_total_pnl,fees_per_contract,fees_total,net_total_pnl,order_id,params_path
GEMI-BTC2603142000-HI70500,BTC2603142000,GRR-KAIKO_BTCUSD_1S,open,sell,yes,90,0.89,0.6668664336644317,0.22313356633556836,70697.9,0.89,0.99,42.0,30.0,2026-03-14T19:29:54Z,2026-03-14T20:00:00Z,,,80.1,9.9,,,0.02,1.8,,paper-GEMI-BTC2603142000-HI70500-1773516594,/home/ubuntu/gtc-trading/data/deribit/bates_params_implied.json
GEMI-BTC2603142000-HI70750,BTC2603142000,GRR-KAIKO_BTCUSD_1S,open,buy,yes,38,0.26,0.45552312075805607,0.19552312075805606,70697.9,0.19,0.26,21.0,50.0,2026-03-14T19:29:54Z,2026-03-14T20:00:00Z,,,9.88,9.88,,,0.02,0.76,,paper-GEMI-BTC2603142000-HI70750-1773516594,/home/ubuntu/gtc-trading/data/deribit/bates_params_implied.json
