instrument_name,option_type,strike,expiry_ts_ms,expiry_dt,tte_years,underlying_price,mark_iv,mark_price_btc,bid_price_btc,ask_price_btc,mid_price_btc,open_interest,volume_usd_24h,snapshot_ts
BTC-17MAR26-63000-C,call,63000.0,1773734400000,2026-03-17T08:00:00Z,0.00164767,73745.06056365168,108.95,0.14570738,0.1405,0.1505,0.1455,0.0,0.0,2026-03-16T17:33:23Z
BTC-17MAR26-63000-P,put,63000.0,1773734400000,2026-03-17T08:00:00Z,0.00164767,73745.06056365168,108.95,1.89e-06,,0.0001,,12.8,0.73,2026-03-16T17:33:23Z
BTC-17MAR26-64000-C,call,64000.0,1773734400000,2026-03-17T08:00:00Z,0.00164767,73745.62746936259,99.91,0.13214754,0.1285,0.1405,0.1345,0.0,0.0,2026-03-16T17:33:23Z
BTC-17MAR26-64000-P,put,64000.0,1773734400000,2026-03-17T08:00:00Z,0.00164767,73745.06056365168,99.91,2.28e-06,,0.0001,,27.5,320.6,2026-03-16T17:33:23Z
BTC-17MAR26-65000-C,call,65000.0,1773734400000,2026-03-17T08:00:00Z,0.00164767,73745.06056365168,92.73,0.11858873,0.0905,0.1215,0.106,0.0,0.0,2026-03-16T17:33:23Z
BTC-17MAR26-65000-P,put,65000.0,1773734400000,2026-03-17T08:00:00Z,0.00164767,73745.06056365168,92.73,3.7e-06,,0.0001,,59.5,234.89,2026-03-16T17:33:23Z
BTC-17MAR26-66000-C,call,66000.0,1773734400000,2026-03-17T08:00:00Z,0.00164767,73745.06056365168,91.39,0.10503873,0.101,0.109,0.105,0.0,0.0,2026-03-16T17:33:23Z
BTC-17MAR26-66000-P,put,66000.0,1773734400000,2026-03-17T08:00:00Z,0.00164767,73745.06056365168,91.39,1.393e-05,,0.0001,,81.1,1671.63,2026-03-16T17:33:23Z
BTC-17MAR26-67000-C,call,67000.0,1773734400000,2026-03-17T08:00:00Z,0.00164767,73745.06056365168,87.78,0.09150172,0.0835,0.12,0.10175,0.0,0.0,2026-03-16T17:33:23Z
BTC-17MAR26-67000-P,put,67000.0,1773734400000,2026-03-17T08:00:00Z,0.00164767,73745.06056365168,87.78,3.715e-05,,0.0001,,86.4,926.77,2026-03-16T17:33:23Z
BTC-17MAR26-68000-C,call,68000.0,1773734400000,2026-03-17T08:00:00Z,0.00164767,73745.06056365168,79.37,0.07796338,0.0705,0.107,0.08875,0.0,0.0,2026-03-16T17:33:23Z
BTC-17MAR26-68000-P,put,68000.0,1773734400000,2026-03-17T08:00:00Z,0.00164767,73745.06056365168,79.37,5.904e-05,,0.0001,,360.6,51921.12,2026-03-16T17:33:23Z
BTC-17MAR26-68500-C,call,68500.0,1773734400000,2026-03-17T08:00:00Z,0.00164767,73745.06056365168,75.03,0.07119913,0.0415,0.0745,0.058,0.0,0.0,2026-03-16T17:33:23Z
BTC-17MAR26-68500-P,put,68500.0,1773734400000,2026-03-17T08:00:00Z,0.00164767,73745.06056365168,75.03,7.49e-05,,0.0002,,10.0,87.77,2026-03-16T17:33:23Z
BTC-17MAR26-69000-C,call,69000.0,1773734400000,2026-03-17T08:00:00Z,0.00164767,73745.06056365168,74.71,0.06449092,0.054,0.0945,0.07425,2.0,9000.88,2026-03-16T17:33:23Z
BTC-17MAR26-69000-P,put,69000.0,1773734400000,2026-03-17T08:00:00Z,0.00164767,73745.06056365168,74.71,0.0001468,0.0001,0.0002,0.00015,65.5,3842.5,2026-03-16T17:33:23Z
BTC-17MAR26-69500-C,call,69500.0,1773734400000,2026-03-17T08:00:00Z,0.00164767,73745.43734542419,67.8,0.0577132,0.051,0.061,0.056,1.4,4957.72,2026-03-16T17:33:23Z
BTC-17MAR26-69500-P,put,69500.0,1773734400000,2026-03-17T08:00:00Z,0.00164767,73745.06056365168,67.8,0.0001492,0.0001,0.0002,0.00015,73.3,4312.91,2026-03-16T17:33:23Z
BTC-17MAR26-70000-C,call,70000.0,1773734400000,2026-03-17T08:00:00Z,0.00164767,73745.06056365168,62.82,0.05097197,0.0485,0.0805,0.0645,4.0,0.0,2026-03-16T17:33:23Z
BTC-17MAR26-70000-P,put,70000.0,1773734400000,2026-03-17T08:00:00Z,0.00164767,73745.06056365168,62.82,0.00018809,0.0001,0.0003,0.0002,440.6,173677.27,2026-03-16T17:33:23Z
BTC-17MAR26-70500-C,call,70500.0,1773734400000,2026-03-17T08:00:00Z,0.00164767,73745.06056365168,59.7,0.04429743,0.042,0.0475,0.04475,16.2,803.73,2026-03-16T17:33:23Z
BTC-17MAR26-70500-P,put,70500.0,1773734400000,2026-03-17T08:00:00Z,0.00164767,73745.06056365168,59.7,0.00029366,0.0002,0.0004,0.0003,112.2,12670.47,2026-03-16T17:33:23Z
BTC-17MAR26-71000-C,call,71000.0,1773734400000,2026-03-17T08:00:00Z,0.00164767,73745.06056365168,55.26,0.03763613,0.037,0.0405,0.03875,53.7,46752.9,2026-03-16T17:33:23Z
BTC-17MAR26-71000-P,put,71000.0,1773734400000,2026-03-17T08:00:00Z,0.00164767,73745.43734542419,55.26,0.00041248,0.0003,0.0005,0.0004,198.2,30657.18,2026-03-16T17:33:23Z
BTC-17MAR26-71500-C,call,71500.0,1773734400000,2026-03-17T08:00:00Z,0.00164767,73745.06056365168,52.72,0.03114501,0.0295,0.034,0.03175,16.7,4149.98,2026-03-16T17:33:23Z
BTC-17MAR26-71500-P,put,71500.0,1773734400000,2026-03-17T08:00:00Z,0.00164767,73745.06056365168,52.72,0.00070148,0.0006,0.0007,0.00065,134.4,20598.16,2026-03-16T17:33:23Z
BTC-17MAR26-72000-C,call,72000.0,1773734400000,2026-03-17T08:00:00Z,0.00164767,73745.06056365168,50.33,0.02486413,0.024,0.0275,0.02575,51.0,4036.82,2026-03-16T17:33:23Z
BTC-17MAR26-72000-P,put,72000.0,1773734400000,2026-03-17T08:00:00Z,0.00164767,73745.43734542419,50.33,0.0012007,0.001,0.0013,0.00115,223.4,77687.11,2026-03-16T17:33:23Z
BTC-17MAR26-72500-C,call,72500.0,1773734400000,2026-03-17T08:00:00Z,0.00164767,73745.06056365168,48.39,0.01896394,0.018,0.0215,0.01975,19.4,15234.45,2026-03-16T17:33:23Z
BTC-17MAR26-72500-P,put,72500.0,1773734400000,2026-03-17T08:00:00Z,0.00164767,73745.06056365168,48.39,0.00208063,0.0019,0.0023,0.0021,99.7,43174.6,2026-03-16T17:33:23Z
BTC-17MAR26-73000-C,call,73000.0,1773734400000,2026-03-17T08:00:00Z,0.00164767,73745.06056365168,47.07,0.01368565,0.013,0.0145,0.01375,58.4,33987.48,2026-03-16T17:33:23Z
BTC-17MAR26-73000-P,put,73000.0,1773734400000,2026-03-17T08:00:00Z,0.00164767,73745.06056365168,47.07,0.00358246,0.0035,0.0038,0.00365,90.5,61015.13,2026-03-16T17:33:23Z
BTC-17MAR26-73500-C,call,73500.0,1773734400000,2026-03-17T08:00:00Z,0.00164767,73745.06056365168,46.35,0.00927633,0.0085,0.0095,0.009,76.3,75390.21,2026-03-16T17:33:23Z
BTC-17MAR26-73500-P,put,73500.0,1773734400000,2026-03-17T08:00:00Z,0.00164767,73745.43734542419,46.35,0.00595325,0.0055,0.0065,0.006,52.3,37690.84,2026-03-16T17:33:23Z
BTC-17MAR26-74000-C,call,74000.0,1773734400000,2026-03-17T08:00:00Z,0.00164767,73745.43734542419,46.37,0.00592422,0.0055,0.0065,0.006,123.4,48104.71,2026-03-16T17:33:23Z
BTC-17MAR26-74000-P,put,74000.0,1773734400000,2026-03-17T08:00:00Z,0.00164767,73745.06056365168,46.37,0.00938126,0.009,0.01,0.0095,39.2,43878.89,2026-03-16T17:33:23Z
BTC-17MAR26-74500-C,call,74500.0,1773734400000,2026-03-17T08:00:00Z,0.00164767,73745.06056365168,46.17,0.00348252,0.0033,0.0037,0.0035,68.6,33953.01,2026-03-16T17:33:23Z
BTC-17MAR26-74500-P,put,74500.0,1773734400000,2026-03-17T08:00:00Z,0.00164767,73745.06056365168,46.17,0.01371968,0.013,0.0145,0.01375,19.9,24518.06,2026-03-16T17:33:23Z
BTC-17MAR26-75000-C,call,75000.0,1773734400000,2026-03-17T08:00:00Z,0.00164767,73745.43734542419,46.45,0.00193041,0.0018,0.002,0.0019,123.4,36882.73,2026-03-16T17:33:23Z
BTC-17MAR26-75000-P,put,75000.0,1773734400000,2026-03-17T08:00:00Z,0.00164767,73745.06056365168,46.45,0.01894767,0.0036,0.037,0.0203,5.0,9850.75,2026-03-16T17:33:23Z
BTC-17MAR26-76000-C,call,76000.0,1773734400000,2026-03-17T08:00:00Z,0.00164767,73745.06056365168,48.79,0.00056342,0.0005,0.0007,0.0006,166.2,11027.29,2026-03-16T17:33:23Z
BTC-17MAR26-76000-P,put,76000.0,1773734400000,2026-03-17T08:00:00Z,0.00164767,73745.06056365168,48.79,0.03114092,0.0275,0.049,0.03825,0.0,0.0,2026-03-16T17:33:23Z
BTC-17MAR26-77000-C,call,77000.0,1773734400000,2026-03-17T08:00:00Z,0.00164767,73745.06056365168,52.24,0.00016717,0.0001,0.0003,0.0002,82.2,3151.15,2026-03-16T17:33:23Z
BTC-17MAR26-77000-P,put,77000.0,1773734400000,2026-03-17T08:00:00Z,0.00164767,73745.06056365168,52.24,0.04430489,0.034,0.063,0.0485,0.0,0.0,2026-03-16T17:33:23Z
BTC-17MAR26-78000-C,call,78000.0,1773734400000,2026-03-17T08:00:00Z,0.00164767,73745.06056365168,64.21,0.00015044,,0.0002,,157.9,1124.74,2026-03-16T17:33:23Z
