instrument_name,option_type,strike,expiry_ts_ms,expiry_dt,tte_years,underlying_price,mark_iv,mark_price_btc,bid_price_btc,ask_price_btc,mid_price_btc,open_interest,volume_usd_24h,snapshot_ts
BTC-13MAR26-50000-C,call,50000.0,1773388800000,2026-03-13T08:00:00Z,0.00125039,70263.39,139.68,0.28837059,0.286,0.2895,0.28775,4.7,0.0,2026-03-12T21:02:20Z
BTC-13MAR26-50000-P,put,50000.0,1773388800000,2026-03-13T08:00:00Z,0.00125039,70263.39,139.68,0.0,,0.0001,,289.4,0.0,2026-03-12T21:02:20Z
BTC-13MAR26-55000-C,call,55000.0,1773388800000,2026-03-13T08:00:00Z,0.00125039,70263.39,113.82,0.21720765,0.215,0.218,0.2165,0.2,0.0,2026-03-12T21:02:20Z
BTC-13MAR26-55000-P,put,55000.0,1773388800000,2026-03-13T08:00:00Z,0.00125039,70263.39,113.82,0.0,,0.0001,,2292.8,21.13,2026-03-12T21:02:20Z
BTC-13MAR26-58000-C,call,58000.0,1773388800000,2026-03-13T08:00:00Z,0.00125039,70263.39,112.06,0.17450989,0.172,0.1765,0.17425,0.3,0.0,2026-03-12T21:02:20Z
BTC-13MAR26-58000-P,put,58000.0,1773388800000,2026-03-13T08:00:00Z,0.00125039,70263.39,112.06,0.0,,0.0001,,1206.8,0.0,2026-03-12T21:02:20Z
BTC-13MAR26-60000-C,call,60000.0,1773388800000,2026-03-13T08:00:00Z,0.00125039,70263.39,100.75,0.14604475,0.143,0.147,0.145,3.1,0.0,2026-03-12T21:02:20Z
BTC-13MAR26-60000-P,put,60000.0,1773388800000,2026-03-13T08:00:00Z,0.00125039,70263.39,100.75,3e-08,,0.0001,,2088.5,31.62,2026-03-12T21:02:20Z
BTC-13MAR26-61000-C,call,61000.0,1773388800000,2026-03-13T08:00:00Z,0.00125039,70263.39,98.78,0.13181232,0.129,0.1325,0.13075,1.0,0.0,2026-03-12T21:02:20Z
BTC-13MAR26-61000-P,put,61000.0,1773388800000,2026-03-13T08:00:00Z,0.00125039,70263.39,98.78,1.9e-07,,0.0001,,337.4,122.24,2026-03-12T21:02:20Z
BTC-13MAR26-62000-C,call,62000.0,1773388800000,2026-03-13T08:00:00Z,0.00125039,70263.39,98.63,0.1175809,0.114,0.148,0.131,9.1,0.0,2026-03-12T21:02:20Z
BTC-13MAR26-62000-P,put,62000.0,1773388800000,2026-03-13T08:00:00Z,0.00125039,70261.46,98.63,1.37e-06,,0.0001,,1021.4,835.71,2026-03-12T21:02:20Z
BTC-13MAR26-63000-C,call,63000.0,1773388800000,2026-03-13T08:00:00Z,0.00125039,70263.39,98.61,0.10335497,0.101,0.104,0.1025,30.2,0.0,2026-03-12T21:02:20Z
BTC-13MAR26-63000-P,put,63000.0,1773388800000,2026-03-13T08:00:00Z,0.00125039,70261.46,98.61,8.02e-06,,0.0001,,1112.1,1599.38,2026-03-12T21:02:20Z
BTC-13MAR26-64000-C,call,64000.0,1773388800000,2026-03-13T08:00:00Z,0.00125039,70261.46,97.53,0.08914873,0.087,0.0905,0.08875,31.4,50724.09,2026-03-12T21:02:20Z
BTC-13MAR26-64000-P,put,64000.0,1773388800000,2026-03-13T08:00:00Z,0.00125039,70261.46,97.53,3.437e-05,,0.0001,,419.6,903.73,2026-03-12T21:02:20Z
BTC-13MAR26-65000-C,call,65000.0,1773388800000,2026-03-13T08:00:00Z,0.00125039,70263.39,90.94,0.07496127,0.073,0.0765,0.07475,127.5,30537.8,2026-03-12T21:02:20Z
BTC-13MAR26-65000-P,put,65000.0,1773388800000,2026-03-13T08:00:00Z,0.00125039,70261.46,90.94,7.95e-05,,0.0001,,634.2,4287.54,2026-03-12T21:02:20Z
BTC-13MAR26-66000-C,call,66000.0,1773388800000,2026-03-13T08:00:00Z,0.00125039,70263.39,77.32,0.06075001,0.0585,0.062,0.06025,224.0,17969.57,2026-03-12T21:02:20Z
BTC-13MAR26-66000-P,put,66000.0,1773388800000,2026-03-13T08:00:00Z,0.00125039,70263.39,77.32,0.00010083,,0.0002,,392.0,4218.64,2026-03-12T21:02:20Z
BTC-13MAR26-66500-C,call,66500.0,1773388800000,2026-03-13T08:00:00Z,0.00125039,70263.39,69.29,0.05363557,0.051,0.0545,0.05275,0.0,0.0,2026-03-12T21:02:20Z
BTC-13MAR26-66500-P,put,66500.0,1773388800000,2026-03-13T08:00:00Z,0.00125039,70263.39,69.29,0.00010267,,0.0002,,711.7,108088.45,2026-03-12T21:02:20Z
BTC-13MAR26-67000-C,call,67000.0,1773388800000,2026-03-13T08:00:00Z,0.00125039,70261.46,62.85,0.04654319,0.044,0.0475,0.04575,261.0,12175.47,2026-03-12T21:02:20Z
BTC-13MAR26-67000-P,put,67000.0,1773388800000,2026-03-13T08:00:00Z,0.00125039,70263.39,62.85,0.00012659,0.0001,0.0002,0.00015,447.7,22714.92,2026-03-12T21:02:20Z
BTC-13MAR26-67500-C,call,67500.0,1773388800000,2026-03-13T08:00:00Z,0.00125039,70261.46,56.01,0.03945524,0.037,0.0415,0.03925,3.1,517.86,2026-03-12T21:02:20Z
BTC-13MAR26-67500-P,put,67500.0,1773388800000,2026-03-13T08:00:00Z,0.00125039,70263.39,56.01,0.00015494,0.0001,0.0002,0.00015,151.0,20534.73,2026-03-12T21:02:20Z
BTC-13MAR26-68000-C,call,68000.0,1773388800000,2026-03-13T08:00:00Z,0.00125039,70263.39,52.31,0.03246593,0.0305,0.0335,0.032,472.2,10353.02,2026-03-12T21:02:20Z
BTC-13MAR26-68000-P,put,68000.0,1773388800000,2026-03-13T08:00:00Z,0.00125039,70263.39,52.31,0.00028192,0.0002,0.0004,0.0003,440.5,37721.16,2026-03-12T21:02:20Z
BTC-13MAR26-68500-C,call,68500.0,1773388800000,2026-03-13T08:00:00Z,0.00125039,70261.46,48.43,0.02558463,0.0235,0.0265,0.025,18.0,0.0,2026-03-12T21:02:20Z
BTC-13MAR26-68500-P,put,68500.0,1773388800000,2026-03-13T08:00:00Z,0.00125039,70261.46,48.43,0.00051692,0.0004,0.0006,0.0005,117.8,25325.59,2026-03-12T21:02:20Z
BTC-13MAR26-69000-C,call,69000.0,1773388800000,2026-03-13T08:00:00Z,0.00125039,70261.46,45.55,0.01899634,0.018,0.02,0.019,349.7,75309.55,2026-03-12T21:02:20Z
BTC-13MAR26-69000-P,put,69000.0,1773388800000,2026-03-13T08:00:00Z,0.00125039,70261.46,45.55,0.00104492,0.0009,0.0012,0.00105,468.8,139616.31,2026-03-12T21:02:20Z
BTC-13MAR26-69500-C,call,69500.0,1773388800000,2026-03-13T08:00:00Z,0.00125039,70261.46,42.4,0.01287349,0.012,0.0135,0.01275,49.1,24004.43,2026-03-12T21:02:20Z
BTC-13MAR26-69500-P,put,69500.0,1773388800000,2026-03-13T08:00:00Z,0.00125039,70263.39,42.4,0.00203837,0.0019,0.0023,0.0021,152.2,49964.88,2026-03-12T21:02:20Z
BTC-13MAR26-70000-C,call,70000.0,1773388800000,2026-03-13T08:00:00Z,0.00125039,70261.46,39.57,0.00763013,0.007,0.0085,0.00775,955.7,143419.03,2026-03-12T21:02:20Z
BTC-13MAR26-70000-P,put,70000.0,1773388800000,2026-03-13T08:00:00Z,0.00125039,70263.39,39.57,0.0039113,0.0037,0.0041,0.0039,494.6,172457.35,2026-03-12T21:02:20Z
BTC-13MAR26-70500-C,call,70500.0,1773388800000,2026-03-13T08:00:00Z,0.00125039,70263.39,37.78,0.00381377,0.0036,0.0041,0.00385,120.2,57875.75,2026-03-12T21:02:20Z
BTC-13MAR26-70500-P,put,70500.0,1773388800000,2026-03-13T08:00:00Z,0.00125039,70263.39,37.78,0.00721123,0.0065,0.0075,0.007,38.9,8593.21,2026-03-12T21:02:20Z
BTC-13MAR26-71000-C,call,71000.0,1773388800000,2026-03-13T08:00:00Z,0.00125039,70261.46,37.72,0.00165941,0.0014,0.0018,0.0016,1165.4,214622.18,2026-03-12T21:02:20Z
BTC-13MAR26-71000-P,put,71000.0,1773388800000,2026-03-13T08:00:00Z,0.00125039,70263.39,37.72,0.01217316,0.0115,0.013,0.01225,149.3,22911.75,2026-03-12T21:02:20Z
BTC-13MAR26-71500-C,call,71500.0,1773388800000,2026-03-13T08:00:00Z,0.00125039,70263.39,38.61,0.00065566,0.0005,0.0008,0.00065,84.6,13164.21,2026-03-12T21:02:20Z
BTC-13MAR26-71500-P,put,71500.0,1773388800000,2026-03-13T08:00:00Z,0.00125039,70263.39,38.61,0.0182857,0.0165,0.0205,0.0185,1.3,0.0,2026-03-12T21:02:20Z
BTC-13MAR26-72000-C,call,72000.0,1773388800000,2026-03-13T08:00:00Z,0.00125039,70261.46,42.3,0.00032522,0.0002,0.0004,0.0003,1240.3,54309.83,2026-03-12T21:02:20Z
BTC-13MAR26-72000-P,put,72000.0,1773388800000,2026-03-13T08:00:00Z,0.00125039,70263.39,42.3,0.02507156,0.024,0.027,0.0255,106.5,4537.3,2026-03-12T21:02:20Z
BTC-13MAR26-72500-C,call,72500.0,1773388800000,2026-03-13T08:00:00Z,0.00125039,70263.39,46.27,0.00017633,0.0001,0.0003,0.0002,76.2,2705.17,2026-03-12T21:02:20Z
BTC-13MAR26-72500-P,put,72500.0,1773388800000,2026-03-13T08:00:00Z,0.00125039,70261.46,46.27,0.03203897,0.0305,0.036,0.03325,0.0,0.0,2026-03-12T21:02:20Z
BTC-13MAR26-73000-C,call,73000.0,1773388800000,2026-03-13T08:00:00Z,0.00125039,70261.46,48.06,7.371e-05,0.0001,0.0002,0.00015,682.0,13100.09,2026-03-12T21:02:20Z
BTC-13MAR26-73000-P,put,73000.0,1773388800000,2026-03-13T08:00:00Z,0.00125039,70263.39,48.06,0.03905264,0.0375,0.041,0.03925,60.2,0.0,2026-03-12T21:02:20Z
BTC-13MAR26-74000-C,call,74000.0,1773388800000,2026-03-13T08:00:00Z,0.00125039,70261.46,57.93,3.849e-05,,0.0002,,1207.0,1455.14,2026-03-12T21:02:20Z
BTC-13MAR26-74000-P,put,74000.0,1773388800000,2026-03-13T08:00:00Z,0.00125039,70263.39,57.93,0.05325001,0.051,0.057,0.054,13.7,0.0,2026-03-12T21:02:20Z
BTC-13MAR26-75000-C,call,75000.0,1773388800000,2026-03-13T08:00:00Z,0.00125039,70263.39,65.16,1.634e-05,,0.0001,,1982.2,663.74,2026-03-12T21:02:20Z
BTC-13MAR26-75000-P,put,75000.0,1773388800000,2026-03-13T08:00:00Z,0.00125039,70263.39,65.16,0.06746045,0.065,0.0705,0.06775,7.8,14417.99,2026-03-12T21:02:20Z
BTC-13MAR26-76000-C,call,76000.0,1773388800000,2026-03-13T08:00:00Z,0.00125039,70261.46,66.41,2.65e-06,,0.0001,,1335.5,381.09,2026-03-12T21:02:20Z
BTC-13MAR26-76000-P,put,76000.0,1773388800000,2026-03-13T08:00:00Z,0.00125039,70263.39,66.41,0.08167935,0.0785,0.1105,0.0945,8.8,2242.72,2026-03-12T21:02:20Z
BTC-13MAR26-78000-C,call,78000.0,1773388800000,2026-03-13T08:00:00Z,0.00125039,70261.46,70.91,9e-08,,0.0001,,683.8,190.2,2026-03-12T21:02:20Z
BTC-13MAR26-78000-P,put,78000.0,1773388800000,2026-03-13T08:00:00Z,0.00125039,70263.39,70.91,0.11014196,0.077,0.1145,0.09575,1.2,0.0,2026-03-12T21:02:20Z
BTC-13MAR26-80000-C,call,80000.0,1773388800000,2026-03-13T08:00:00Z,0.00125039,70261.46,74.01,0.0,,0.0001,,1994.1,0.7,2026-03-12T21:02:20Z
