instrument_name,option_type,strike,expiry_ts_ms,expiry_dt,tte_years,underlying_price,mark_iv,mark_price_btc,bid_price_btc,ask_price_btc,mid_price_btc,open_interest,volume_usd_24h,snapshot_ts
BTC-13MAR26-50000-C,call,50000.0,1773388800000,2026-03-13T08:00:00Z,0.00182395,70278.41,139.68,0.28852998,0.2865,0.2905,0.2885,4.7,0.0,2026-03-12T16:00:40Z
BTC-13MAR26-50000-P,put,50000.0,1773388800000,2026-03-13T08:00:00Z,0.00182395,70274.95,139.68,0.0,,0.0001,,289.4,0.0,2026-03-12T16:00:40Z
BTC-13MAR26-55000-C,call,55000.0,1773388800000,2026-03-13T08:00:00Z,0.00182395,70274.95,113.82,0.21738298,0.216,0.22,0.218,0.2,0.0,2026-03-12T16:00:40Z
BTC-13MAR26-55000-P,put,55000.0,1773388800000,2026-03-13T08:00:00Z,0.00182395,70274.95,113.82,0.0,,0.0001,,2292.8,21.13,2026-03-12T16:00:40Z
BTC-13MAR26-58000-C,call,58000.0,1773388800000,2026-03-13T08:00:00Z,0.00182395,70278.41,112.06,0.17469507,0.173,0.1775,0.17525,0.3,0.0,2026-03-12T16:00:40Z
BTC-13MAR26-58000-P,put,58000.0,1773388800000,2026-03-13T08:00:00Z,0.00182395,70274.95,112.06,3e-07,,0.0001,,1206.8,0.0,2026-03-12T16:00:40Z
BTC-13MAR26-60000-C,call,60000.0,1773388800000,2026-03-13T08:00:00Z,0.00182395,70274.95,100.75,0.14623712,0.1445,0.149,0.14675,3.1,0.0,2026-03-12T16:00:40Z
BTC-13MAR26-60000-P,put,60000.0,1773388800000,2026-03-13T08:00:00Z,0.00182395,70274.95,100.75,1.15e-06,,0.0001,,2088.5,113.22,2026-03-12T16:00:40Z
BTC-13MAR26-61000-C,call,61000.0,1773388800000,2026-03-13T08:00:00Z,0.00182395,70278.41,97.36,0.13200988,0.13,0.135,0.1325,1.0,0.0,2026-03-12T16:00:40Z
BTC-13MAR26-61000-P,put,61000.0,1773388800000,2026-03-13T08:00:00Z,0.00182395,70274.95,97.36,3.3e-06,,0.0001,,337.4,150.53,2026-03-12T16:00:40Z
BTC-13MAR26-62000-C,call,62000.0,1773388800000,2026-03-13T08:00:00Z,0.00182395,70278.41,96.47,0.11778996,0.1155,0.1205,0.118,9.1,0.0,2026-03-12T16:00:40Z
BTC-13MAR26-62000-P,put,62000.0,1773388800000,2026-03-13T08:00:00Z,0.00182395,70278.41,96.47,1.279e-05,,0.0001,,1021.4,837.84,2026-03-12T16:00:40Z
